hrg_code,hrg_description
FZ45C,"Non-Malignant Large Intestinal Disorders, with length of stay 1 day or less"
FZ46A,"Malignant Large Intestinal Disorders, with length of stay 2 days or more, with Major CC"
FZ46B,"Malignant Large Intestinal Disorders, with length of stay 2 days or more, without Major CC"
FZ46C,"Malignant Large Intestinal Disorders, with length of stay 1 day or less"
FZ47A,"Non-Malignant General Abdominal Disorders, with length of stay 2 days or more, with Major CC"
FZ47B,"Non-Malignant General Abdominal Disorders, with length of stay 2 days or more, without Major CC"
FZ47C,"Non-Malignant General Abdominal Disorders, with length of stay 1 day or less"
FZ48A,"Malignant General Abdominal Disorders, with length of stay 2 days or more, with Major CC"
FZ48B,"Malignant General Abdominal Disorders, with length of stay 2 days or more, without Major CC"
FZ48C,"Malignant General Abdominal Disorders, with length of stay 1 day or less"
FZ49A,"Nutritional Disorders, with length of stay 2 days or more, with Major CC"
FZ49B,"Nutritional Disorders, with length of stay 2 days or more, without Major CC"
FZ49C,"Nutritional Disorders, with length of stay 1 day or less"
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over"
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over"
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over"
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over"
FZ58A,"Endoscopic or Intermediate, Lower GI Tract Procedures, between 2 and 18 years"
FZ58B,"Endoscopic or Intermediate, Lower GI Tract Procedures, 1 year and under"
FZ59Z,"Intermediate Upper GI Tract Procedures, 19 years and over"
FZ60Z,"Diagnostic Endoscopic Upper GI Tract Procedures, 19 years and over"
FZ61Z,"Diagnostic Endoscopic Upper GI Tract Procedures with Biopsy, 19 years and over"
FZ62A,"Endoscopic or Intermediate, Upper GI Tract Procedures, between 2 and 18 years"
FZ62B,"Endoscopic or Intermediate, Upper GI Tract Procedures, 1 year and under"
FZ63Z,Combined Upper and Lower GI Tract Diagnostic Endoscopic Procedures
FZ64A,"Combined Upper and Lower GI Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over"
FZ64B,"Combined Upper and Lower GI Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under"
FZ65Z,Combined Upper and Lower GI Tract Therapeutic Endoscopic Procedures
FZ66A,"Very Major Small Intestine Procedures, 19 years and over with CC"
FZ66B,"Very Major Small Intestine Procedures, 19 years and over without CC"
FZ67A,"Major Small Intestine Procedures, 19 years and over with CC"
FZ67B,"Major Small Intestine Procedures, 19 years and over without CC"
FZ68C,"Very Major or Major Small Intestine Procedures, between 2 and 18 years with CC"
FZ68D,"Very Major or Major Small Intestine Procedures, between 2 and 18 years without CC"
FZ68E,"Very Major or Major Small Intestine Procedures, 1 year and under with CC"
FZ68F,"Very Major or Major Small Intestine Procedures, 1 year and under without CC"
FZ69A,"Complex Small Intestine Procedures, 19 years and over"
FZ69B,"Complex Small Intestine Procedures, 18 years and under"
FZ70Z,"Therapeutic Endoscopic Upper GI Tract Procedures, 19 years and over"
FZ71A,"Endoscopic Insertion of Luminal Stent into GI Tract, with length of stay 2 days or more, with Major CC"
FZ71B,"Endoscopic Insertion of Luminal Stent into GI Tract, with length of stay 2 days or more, without Major CC"
FZ71C,"Endoscopic Insertion of Luminal Stent into GI Tract, with length of stay 1 day or less"
FZ72Z,Insertion of Spinal Cord Stimulator for Treatment of Faecal Incontinence
FZ73A,Very Complex Large Intestine Procedures with Major CC
FZ73B,Very Complex Large Intestine Procedures without Major CC
FZ74A,"Complex Large Intestine Procedures, 19 years and over with Major CC"
FZ74B,"Complex Large Intestine Procedures, 19 years and over without Major CC"
FZ75A,"Proximal Colon Procedures, 19 years and over with Major CC"
FZ75B,"Proximal Colon Procedures, 19 years and over without Major CC"
FZ76A,"Distal Colon Procedures, 19 years and over with Major CC"
FZ76B,"Distal Colon Procedures, 19 years and over without Major CC"
FZ77A,"Major Large Intestine Procedures, 19 years and over with Major CC"
FZ77B,"Major Large Intestine Procedures, 19 years and over without Major CC"
FZ78A,"Complex or Major Large Intestine Procedures, between 2 and 18 years with CC"
FZ78B,"Complex or Major Large Intestine Procedures, between 2 and 18 years without CC"
FZ78C,"Complex or Major Large Intestine Procedures, 1 year and under with CC"
FZ78D,"Complex or Major Large Intestine Procedures, 1 year and under without CC"
FZ79A,Complex General Abdominal Procedures with Major CC
FZ79B,Complex General Abdominal Procedures without Major CC
FZ80A,"Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with Major CC"
FZ80B,"Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over without Major CC"
FZ81A,"Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with Major CC"
FZ81B,"Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over without Major CC"
FZ82A,"Very Complex or Complex Oesophageal, Stomach or Duodenum Procedures, 18 years and under with CC"
FZ82B,"Very Complex or Complex Oesophageal, Stomach or Duodenum Procedures, 18 years and under without CC"
FZ83A,"Major Oesophageal, Stomach or Duodenum Procedures, 19 years and over with Major CC"
FZ83B,"Major Oesophageal, Stomach or Duodenum Procedures, 19 years and over without Major CC"
FZ83C,"Major Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years with CC"
FZ83D,"Major Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years without CC"
FZ83E,"Major Oesophageal, Stomach or Duodenum Procedures, 1 year and under with CC"
FZ83F,"Major Oesophageal, Stomach or Duodenum Procedures, 1 year and under without CC"
FZ84Z,Stomach Bypass Procedures for Obesity
FZ85Z,Restrictive Stomach Procedures for Obesity
FZ86Z,Endoscopic Insertion of Gastric Balloon for Obesity
FZ87A,Complex Hernia Procedures with Major CC
FZ87B,Complex Hernia Procedures with Intermediate CC
FZ87C,Complex Hernia Procedures without CC
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over"
FZ88B,"Insertion of Gastrostomy Tube, 18 years and under"
GA01A,"Hepatobiliary Transplant, 1 year and under"
GA01B,"Hepatobiliary Transplant, between 2 and 17 years"
GA01C,"Hepatobiliary Transplant, 18 years and over"
GA03A,"Very Complex Open Hepatobiliary or Pancreatic Procedures, with CC"
GA03B,"Very Complex Open Hepatobiliary or Pancreatic Procedures, without CC"
GA04A,"Complex Open Hepatobiliary or Pancreatic Procedures, with CC"
GA04B,"Complex Open Hepatobiliary or Pancreatic Procedures, without CC"
GA05A,"Very Major Open Hepatobiliary or Pancreatic Procedures, with CC"
GA05B,"Very Major Open Hepatobiliary or Pancreatic Procedures, without CC"
GA06A,"Major Open Hepatobiliary or Pancreatic Procedures, with CC"
GA06B,"Major Open Hepatobiliary or Pancreatic Procedures, without CC"
GA07A,"Intermediate Open Hepatobiliary or Pancreatic Procedures, with CC"
GA07B,"Intermediate Open Hepatobiliary or Pancreatic Procedures, without CC"
GA10C,"Open Cholecystectomy, 19 years and over without CC"
GA10D,"Laparoscopic Cholecystectomy, 19 years and over, with length of stay 1 day or more, without CC"
GA10E,"Laparoscopic Cholecystectomy, 19 years and over, with length of stay 0 days, without CC"
GA10F,"Open or Laparoscopic Cholecystectomy, 19 years and over with CC"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under"
GA11Z,Pancreatic Necrosectomy
GA12Z,Multi-Organ and Multiple Transplants
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, without CC"
GB01A,"Very Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with Major CC"
GB01B,"Very Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, without Major CC"
GB02A,"Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with Major CC"
GB02B,"Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with Intermediate CC"
GB02C,"Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, without CC"
GB03A,"Intermediate Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC"
GB03B,"Intermediate Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, without CC"
GB04D,"Minor Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over"
GB04E,"Minor Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under"
GB05C,"Major Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, with Major CC"
GB05D,"Major Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, without Major CC"
GB05E,"Major Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 2 days or less"
GB06A,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, with Major CC"
GB06B,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, with Intermediate CC"
GB06C,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, without C"
GB06D,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 2 days or less"
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography
GB08A,"Complex Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with Major CC"
GB08B,"Complex Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, without Major CC"
GB09A,"Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, with Major CC"
GB09B,"Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 3 days or more, without Major CC"
GB09C,"Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography, with length of stay 2 days or less"
GC01A,Liver Failure Disorders with Interventions
GC01B,Liver Failure Disorders without Interventions
GC12A,"Malignant Liver or Pancreatic Disorders, with length of stay 2 days or more"
GC12B,"Malignant Liver or Pancreatic Disorders, with length of stay 1 day or less"
GC15A,Non-Malignant Liver Disorders with Catastrophic CCs
GC15B,Non-Malignant Liver Disorders with Severe CCs
GC15C,Non-Malignant Liver Disorders with Major CCs
GC15D,Non-Malignant Liver Disorders without Major CCs
GC16A,"Non-Malignant Pancreatic or Biliary Disorders, with Catastrophic CCs"
GC16B,"Non-Malignant Pancreatic or Biliary Disorders, with Severe CCs"
GC16C,"Non-Malignant Pancreatic or Biliary Disorders, with Major CCs"
GC16D,"Non-Malignant Pancreatic or Biliary Disorders, without Major CCs"
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC"
HA11B,"Major Hip Procedures for Trauma, Category 2, with Intermediate CC"
HA11C,"Major Hip Procedures for Trauma, Category 2, without CC"
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC"
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC"
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC"
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC"
HA13C,"Intermediate Hip Procedures for Trauma, without CC"
HA14A,"Minor Hip Procedures for Trauma, with Major CC"
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC"
HA14C,"Minor Hip Procedures for Trauma, without CC"
HA19Z,"Minimal Hip Procedures for Trauma, with length of stay 1 day or less"
HA21B,"Major Knee Procedures for Trauma, Category 2, with CC"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC"
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC"
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC"
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1"
HA25B,"Minor Knee Procedures for Trauma, Category 2, with CC"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC"
HA26B,"Minor Knee Procedures for Trauma, Category 1, with CC"
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC"
HA29Z,"Minimal Knee Procedures for Trauma, with length of stay 1 day or less"
HA31B,"Major Foot Procedures for Trauma, with CC"
HA31C,"Major Foot Procedures for Trauma, without CC"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2"
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1"
HA34Z,"Minor Foot Procedures for Trauma, Category 2"
HA35Z,"Minor Foot Procedures for Trauma, Category 1"
HA39Z,"Minimal Foot Procedures for Trauma, with length of stay 1 day or less"
HA51Z,"Major Hand Procedures for Trauma, Category 2"
HA52Z,"Major Hand Procedures for Trauma, Category 1"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1"
HA55Z,"Minor Hand Procedures for Trauma, Category 2"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under"
HA59Z,"Minimal Hand Procedures for Trauma, with length of stay 1 day or less"
HA61B,"Major Shoulder and Upper Arm Procedures for Trauma, with CC"
HA61C,"Major Shoulder and Upper Arm Procedures for Trauma, without CC"
HA62Z,Intermediate Shoulder and Upper Arm Procedures for Trauma
HA63Z,Minor Shoulder and Upper Arm Procedures for Trauma
HA69Z,"Minimal Shoulder and Upper Arm Procedures for Trauma, with length of stay 1 day or less"
HA71B,"Major Elbow and Lower Arm Procedures for Trauma, with CC"
HA71C,"Major Elbow and Lower Arm Procedures for Trauma, without CC"
HA72Z,Intermediate Elbow and Lower Arm Procedures for Trauma
HA73B,"Minor Elbow and Lower Arm Procedures for Trauma, 18 years and under"
HA73C,"Minor Elbow and Lower Arm Procedures for Trauma, 19 years and over"
HA79Z,"Minimal Elbow and Lower Arm Procedures for Trauma, with length of stay 1 day or less"
HA81A,"Sprains, Strains or Minor Open Wounds, with Major CC"
HA81B,"Sprains, Strains or Minor Open Wounds, with Intermediate CC"
HA81C,"Sprains, Strains or Minor Open Wounds, without CC"
HA83A,Head Injury with Major CC
HA83B,Head Injury with Intermediate CC
HA83C,Head Injury without CC
HA91Z,Hip Trauma Diagnosis without Procedure
HA92Z,Knee Trauma Diagnosis without Procedure
HA93Z,Foot Trauma Diagnosis without Procedure
HA94Z,Arm Trauma Diagnosis without Procedure
HA95Z,Hand Trauma Diagnosis without Procedure
HA96Z,Multiple Trauma Diagnoses without Procedure
HA97Z,Other Trauma Diagnosis without Procedure
HA99Z,Other Procedures for Trauma
HB11A,"Major Hip Procedures for Non-Trauma, Category 2, with Major CC"
HB11B,"Major Hip Procedures for Non-Trauma, Category 2, with Intermediate CC"
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC"
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC"
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC"
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC"
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2"
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC"
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC"
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC"
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC"
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC"
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC"
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC"
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC"
HB19Z,"Minimal Hip Procedures for Non-Trauma, with length of stay 1 day or less"
HB21A,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC"
HB21B,"Major Knee Procedures for Non-Trauma, Category 2, with CC"
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC"
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC"
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC"
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC"
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC"
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC"
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC"
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC"
HB25G,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Major CC"
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC"
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC"
HB29Z,"Minimal Knee Procedures for Non-Trauma, with length of stay 1 day or less"
HB31Z,Major Foot Procedures for Non-Trauma
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over"
HB32B,"Intermediate Foot Procedures for Non-Trauma, Category 2, 18 years and under"
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC"
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC"
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC"
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC"
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC"
HB34F,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC"
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC"
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC"
HB39Z,"Minimal Foot Procedures for Non-Trauma, with length of stay 1 day or less"
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2"
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC"
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC"
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC"
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC"
HB56B,"Minor Hand Procedures for Non-Trauma, Category 1, with CC"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC"
HB59Z,"Minimal Hand Procedures for Non-Trauma, with length of stay 1 day or less"
HB61B,"Major Shoulder and Upper Arm Procedures for Non-Trauma, with CC"
HB61C,"Major Shoulder and Upper Arm Procedures for Non-Trauma, without CC"
HB62B,"Intermediate Shoulder and Upper Arm Procedures for Non-Trauma, with CC"
HB62C,"Intermediate Shoulder and Upper Arm Procedures for Non-Trauma, without CC"
HB63Z,Minor Shoulder and Upper Arm Procedures for Non-Trauma
HB69Z,"Minimal Shoulder and Upper Arm Procedures for Non-Trauma, with length of stay 1 day or less"
HB71B,"Major Elbow and Lower Arm Procedures for Non-Trauma, with CC"
HB71C,"Major Elbow and Lower Arm Procedures for Non-Trauma, without CC"
HB72Z,Intermediate Elbow and Lower Arm Procedures for Non-Trauma
HB73Z,Minor Elbow and Lower Arm Procedures for Non-Trauma
HB79Z,"Minimal Elbow and Lower Arm Procedures for Non-Trauma, with length of stay 1 day or less"
HB91Z,Other Non-Trauma Diagnosis without Procedure
HB99Z,Other Procedures for Non-Trauma
HC01Z,Extradural Spine Major 2
HC02B,Extradural Spine Major 1 with CC
HC02C,Extradural Spine Major 1 without CC
HC03B,Extradural Spine Intermediate 2 with CC
HC03C,Extradural Spine Intermediate 2 without CC
HC04B,Extradural Spine Intermediate 1 with CC
HC04C,Extradural Spine Intermediate 1 without CC
HC05B,Extradural Spine Minor 2 with CC
HC05C,Extradural Spine Minor 2 without CC
HC06Z,Extradural Spine Minor 1
HC07Z,Intradural Spine Major
HC09Z,Intradural Spine Intermediate 2
HC10Z,Intradural Spine Intermediate 1
HC11Z,Intradural Spine Minor 2
HC12Z,Intradural Spine Minor 1
HC20B,"Vertebral Column Injury without Procedure, with CC"
HC20C,"Vertebral Column Injury without Procedure, without CC"
HC21B,"Spinal Cord Injury without Procedure, with CC"
HC21C,"Spinal Cord Injury without Procedure, without CC"
HC26B,"Scoliosis or Other Spinal Deformity, with CC"
HC26C,"Scoliosis or Other Spinal Deformity, without CC"
HC27B,Degenerative Spinal Conditions with CC
HC27C,Degenerative Spinal Conditions without CC
HC28B,Spinal Cord Conditions with CC
HC28C,Spinal Cord Conditions without CC
HC29Z,Inflammatory Spinal Conditions
HC30B,Spinal Tumours with CC
HC30C,Spinal Tumours without CC
HC31B,Spinal Infection with CC
HC31C,Spinal Infection without CC
HC32B,Low Back Pain with CC
HC32C,Low Back Pain without CC
HD21A,Soft Tissue Disorders with Major CC
HD21B,Soft Tissue Disorders with Intermediate CC
HD21C,Soft Tissue Disorders without CC
HD23A,"Inflammatory Spine, Joint or Connective Tissue Disorders, with Major CC"
HD23B,"Inflammatory Spine, Joint or Connective Tissue Disorders, with Intermediate CC"
HD23C,"Inflammatory Spine, Joint or Connective Tissue Disorders, without CC"
HD24A,"Non-Inflammatory Bone or Joint Disorders, with Major CC"
HD24B,"Non-Inflammatory Bone or Joint Disorders, with Intermediate CC"
HD24C,"Non-Inflammatory Bone or Joint Disorders, without CC"
HD25A,"Infections of Bones or Joints, with Major CC"
HD25B,"Infections of Bones or Joints, with Intermediate CC"
HD25C,"Infections of Bones or Joints, without CC"
HD26A,"Musculoskeletal Signs and Symptoms, with Major CC"
HD26B,"Musculoskeletal Signs and Symptoms, with Intermediate CC"
HD26C,"Musculoskeletal Signs and Symptoms, without CC"
HD39A,Pathological Fractures with Major CC
HD39B,Pathological Fractures with Intermediate CC
HD39C,Pathological Fractures without CC
HD40A,"Malignancy of Bone or Connective Tissue, with Major CC"
HD40B,"Malignancy of Bone or Connective Tissue, with Intermediate CC"
HD40C,"Malignancy of Bone or Connective Tissue, without CC"
HR01B,"Reconstruction Procedures Category 6, with CC"
HR01C,"Reconstruction Procedures Category 6, without CC"
HR02Z,Reconstruction Procedures Category 5
HR03Z,Reconstruction Procedures Category 4
HR04B,"Reconstruction Procedures Category 3, with CC"
HR04C,"Reconstruction Procedures Category 3, without CC"
HR05Z,Reconstruction Procedures Category 2
HR06A,"Reconstruction Procedures Category 1, 19 years and over"
HR06B,"Reconstruction Procedures Category 1, 18 years and under"
JA12A,Malignant Breast Disorders with Major CC
JA12B,Malignant Breast Disorders with Intermediate CC
JA12C,Malignant Breast Disorders without CC
JA13Z,Non-Malignant Breast Disorders
JA14Z,Free Perforator Flap Breast Reconstruction
JA18A,Unilateral Minor Breast Procedures with Major CC
JA18B,Unilateral Minor Breast Procedures with Intermediate CC
JA18C,Unilateral Minor Breast Procedures without CC
JA19Z,Bilateral Minor Breast Procedures
JA20A,Unilateral Major Breast Procedures with Major CC
JA20B,Unilateral Major Breast Procedures with Intermediate CC
JA20C,Unilateral Major Breast Procedures without CC
JA21A,Bilateral Major Breast Procedures with CC
JA21B,Bilateral Major Breast Procedures without CC
JA24A,Unilateral Intermediate Breast Procedures with Major CC
JA24B,Unilateral Intermediate Breast Procedures with Intermediate CC
JA24C,Unilateral Intermediate Breast Procedures without CC
JA25Z,Bilateral Intermediate Breast Procedures
JA26Z,Major Breast Procedures with Lymph Node Surgery
JA27Z,Mastectomy with Simple Breast Reconstruction
JA28Z,Mastectomy with Complex Breast Reconstruction
JA30Z,Unilateral Pedicled Myocutaneous Breast Reconstruction with or without Insertion of Prosthesis
JA31Z,Bilateral Pedicled Myocutaneous Breast Reconstruction with or without Insertion of Prosthesis
JB01A,Major Burn with Significant Graft
JB01B,Major Burn transferred in 2 days or less
JB01C,Major Burn without Significant Graft
JB11A,"Other Burn with Multiple Significant Graft Procedures, with Major CC"
JB11B,"Other Burn with Multiple Significant Graft Procedures, without Major CC"
JB12A,"Other Burn with One Significant Graft Procedure, with Major CC"
JB12B,"Other Burn with One Significant Graft Procedure, without Major CC"
JB13A,"Other Burn with Other Procedure, with Major CC"
JB13B,"Other Burn with Other Procedure, without Major CC"
JB21A,"Other Burn without Other Procedure, with Major CC"
JB21B,"Other Burn without Other Procedure, without Major CC"
JC01A,Major Multiple Skin Procedures with Major CC
JC01B,Major Multiple Skin Procedures with Intermediate CC
JC01C,Major Multiple Skin Procedures without CC
JC02A,"Major Skin Procedures Category 2, with Major CC"
JC02B,"Major Skin Procedures Category 2, with Intermediate CC"
JC02C,"Major Skin Procedures Category 2, without CC"
JC03A,"Major Skin Procedures Category 1, with Major CC"
JC03B,"Major Skin Procedures Category 1, with Intermediate CC"
JC03C,"Major Skin Procedures Category 1, without CC"
JC04A,"Intermediate Skin Procedures Category 2, with Major CC"
JC04B,"Intermediate Skin Procedures Category 2, with Intermediate CC"
JC04C,"Intermediate Skin Procedures Category 2, without CC"
JC05A,"Intermediate Skin Procedures Category 1, with Major CC"
JC05B,"Intermediate Skin Procedures Category 1, with Intermediate CC"
JC05C,"Intermediate Skin Procedures Category 1, without CC"
JC06A,"Minor Skin Procedures Category 2, with Major CC"
JC06B,"Minor Skin Procedures Category 2, with Intermediate CC"
JC06C,"Minor Skin Procedures Category 2, without CC"
JC07Z,Minor Skin Procedures Category 1
JC09Z,Patch Tests
JC10Z,Specified Skin Examinations and Investigations
JC11Z,Other Diagnostic Skin Tests
JC12Z,Urticaria Tests
JC13Z,Photo Tests
JC14Z,Skin Therapies Level 2
JC15Z,Skin Therapies Level 3
JC16Z,Skin Therapies Level 4
JC17Z,Skin Therapies Level 5
JC18Z,Electrical and Other Invasive Therapy Level 2
JC19D,"Electrical and Other Invasive Therapy Level 4, 19 years and over"
JC19U,"Electrical and Other Invasive Therapy Level 4, 18 years and under"
JC20Z,Electrical and Other Invasive Therapy Level 3
JC27Z,Nursing Procedures or Dressings
JC30Z,Minor Laser Therapy
JC33Z,Photochemotherapy
JC34Z,Phototherapy
JD01A,"Major Skin Disorders Category 2, with Major CC"
JD01B,"Major Skin Disorders Category 2, with Intermediate CC"
JD01C,"Major Skin Disorders Category 2, without CC"
JD02A,"Major Skin Disorders Category 1, with Major CC"
JD02B,"Major Skin Disorders Category 1, with Intermediate CC"
JD02C,"Major Skin Disorders Category 1, without CC"
JD03A,"Intermediate Skin Disorders Category 2, with Major CC"
JD03B,"Intermediate Skin Disorders Category 2, with Intermediate CC"
JD03C,"Intermediate Skin Disorders Category 2, without CC"
JD04A,"Intermediate Skin Disorders Category 1, with Major CC"
JD04B,"Intermediate Skin Disorders Category 1, with Intermediate CC"
JD04C,"Intermediate Skin Disorders Category 1, without CC"
JD05A,"Minor Skin Disorders Category 2, with Major CC"
JD05B,"Minor Skin Disorders Category 2, with Intermediate CC"
JD05C,"Minor Skin Disorders Category 2, without CC"
JD06A,"Minor Skin Disorders Category 1, with CC"
JD06B,"Minor Skin Disorders Category 1, without CC"
KA03A,Parathyroid Procedures with CC
KA03B,Parathyroid Procedures without CC
KA04Z,Adrenal Procedures
KA05A,Anterior Pituitary Disorders with CC
KA05B,Anterior Pituitary Disorders without CC
KA06A,"Non-Pituitary Neoplasia and Hypoplasia, with CC"
KA06B,"Non-Pituitary Neoplasia and Hypoplasia, without CC"
KA07Z,Non-Surgical Thyroid Disorders
KA08Z,Other Endocrine Disorders
