hrg_code,hrg_description
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3
EY42A,Complex Cardiac Catheterisation with CC Score 7+
EY42B,Complex Cardiac Catheterisation with CC Score 4-6
EY42C,Complex Cardiac Catheterisation with CC Score 2-3
EY42D,Complex Cardiac Catheterisation with CC Score 0-1
EY43A,Standard Cardiac Catheterisation with CC Score 13+
EY43B,Standard Cardiac Catheterisation with CC Score 10-12
EY43C,Standard Cardiac Catheterisation with CC Score 7-9
EY43D,Standard Cardiac Catheterisation with CC Score 4-6
EY43E,Standard Cardiac Catheterisation with CC Score 2-3
EY43F,Standard Cardiac Catheterisation with CC Score 0-1
EY44A,Very Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+
EY44B,Very Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11
EY44C,Very Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7
EY44D,Very Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3
EY50Z,Complex Echocardiogram
EY51Z,Electrocardiogram Monitoring or Stress Testing
FD01A,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+"
FD01B,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3"
FD01C,"Gastrointestinal Infections with Single Intervention, with CC Score 5+"
FD01D,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4"
FD01E,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1"
FD01F,"Gastrointestinal Infections without Interventions, with CC Score 8+"
FD01G,"Gastrointestinal Infections without Interventions, with CC Score 5-7"
FD01H,"Gastrointestinal Infections without Interventions, with CC Score 2-4"
FD01J,"Gastrointestinal Infections without Interventions, with CC Score 0-1"
FD02A,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+"
FD02B,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2"
FD02C,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+"
FD02D,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3"
FD02E,"Inflammatory Bowel Disease without Interventions, with CC Score 5+"
FD02F,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4"
FD02G,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2"
FD02H,"Inflammatory Bowel Disease without Interventions, with CC Score 0"
FD03A,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+"
FD03B,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4"
FD03C,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+"
FD03D,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7"
FD03E,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4"
FD03F,"Gastrointestinal Bleed without Interventions, with CC Score 9+"
FD03G,"Gastrointestinal Bleed without Interventions, with CC Score 5-8"
FD03H,"Gastrointestinal Bleed without Interventions, with CC Score 0-4"
FD04A,"Nutritional Disorders with Interventions, with CC Score 2+"
FD04B,"Nutritional Disorders with Interventions, with CC Score 0-1"
FD04C,"Nutritional Disorders without Interventions, with CC Score 6+"
FD04D,"Nutritional Disorders without Interventions, with CC Score 2-5"
FD04E,"Nutritional Disorders without Interventions, with CC Score 0-1"
FD05A,Abdominal Pain with Interventions
FD05B,Abdominal Pain without Interventions
FD10A,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+"
FD10B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7"
FD10C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4"
FD10D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2"
FD10E,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+"
FD10F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8"
FD10G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4"
FD10H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2"
FD10J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+"
FD10K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10"
FD10L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5"
FD10M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2"
FD11A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+"
FD11B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6"
FD11C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2"
FD11D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+"
FD11E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5"
FD11F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2"
FD11G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+"
FD11H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8"
FD11J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4"
FD11K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2"
FE01Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures"
FE02A,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+"
FE02B,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2"
FE02C,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0"
FE02F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 18 years and under"
FE03A,"Intermediate Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over"
FE03B,"Intermediate Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 18 years and under"
FE10A,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+
FE10B,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6
FE10C,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3
FE10D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0
FE11A,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+"
FE11B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8"
FE11C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5"
FE11D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2"
FE12A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over"
FE12B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under"
FE13Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube"
FE20Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over"
FE21Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over"
FE22Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over"
FE23C,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 5 and 18 years"
FE23D,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 4 years and under"
FE30Z,"Therapeutic Colonoscopy, 19 years and over"
FE31Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over"
FE32Z,"Diagnostic Colonoscopy, 19 years and over"
FE33Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over"
FE34Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over"
FE35Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over"
FE36Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over"
FE37C,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 5 and 18 years"
FE37D,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 4 years and under"
FE40Z,"Therapeutic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, 19 years and over"
FE41Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, with Biopsy, 19 years and over"
FE42Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, 19 years and over"
FE43Z,"Therapeutic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, 19 years and over"
FE44Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, with Biopsy, 19 years and over"
FE45Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, 19 years and over"
FE46Z,"Upper Gastrointestinal Tract Endoscopic Procedure, with Colonoscopy or Sigmoidoscopy, 18 years and under"
FE50A,"Wireless Capsule Endoscopy, 19 years and over"
FE50B,"Wireless Capsule Endoscopy, 18 years and under"
FF01A,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+"
FF01B,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5"
FF01C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2"
FF02A,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+"
FF02B,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3"
FF02C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1"
FF03A,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+"
FF03B,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1"
FF04A,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+"
FF04B,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6"
FF04C,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3"
FF04D,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1"
FF04E,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+"
FF04F,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0"
FF04G,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+"
FF04H,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0"
FF05Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over"
FF10Z,Complex Surgical Procedures for Obesity
FF11Z,Major Surgical Procedures for Obesity
FF12Z,Sleeve Gastrectomy for Obesity
FF13Z,Gastric Band Procedures for Obesity
FF14Z,Adjustment of Gastric Band for Obesity
FF20A,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+"
FF20B,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6"
FF20C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2"
FF20D,"Complex Small Intestine Procedures, 18 years and under"
FF21A,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+"
FF21B,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7"
FF21C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4"
FF21D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1"
FF22A,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+"
FF22B,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6"
FF22C,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3"
FF22D,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1"
FF23A,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+"
FF23B,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1"
FF23C,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+"
FF23D,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2"
FF23E,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0"
FF30A,Very Complex Large Intestine Procedures with CC Score 9+
FF30B,Very Complex Large Intestine Procedures with CC Score 6-8
FF30C,Very Complex Large Intestine Procedures with CC Score 3-5
FF30D,Very Complex Large Intestine Procedures with CC Score 0-2
FF31A,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+"
FF31B,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8"
FF31C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5"
FF31D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2"
FF32A,"Proximal Colon Procedures, 19 years and over, with CC Score 6+"
FF32B,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5"
FF32C,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2"
FF33A,"Distal Colon Procedures, 19 years and over, with CC Score 3+"
FF33B,"Distal Colon Procedures, 19 years and over, with CC Score 0-2"
FF34A,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+"
FF34B,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2"
FF34C,"Major Large Intestine Procedures, 19 years and over, with CC Score 0"
FF35A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+"
FF35B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0"
FF35C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+"
FF35D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0"
FF36Z,"Intermediate Large Intestine Procedures, 19 years and over"
FF37A,"Appendicectomy Procedures, 19 years and over, with CC Score 5+"
FF37B,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4"
FF37C,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2"
FF37D,"Appendicectomy Procedures, 19 years and over, with CC Score 0"
FF37E,"Appendicectomy Procedures, 18 years and under, with CC Score 3+"
FF37F,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2"
FF37G,"Appendicectomy Procedures, 18 years and under, with CC Score 0"
FF40A,"Major Anal Procedures, 19 years and over, with CC Score 1+"
FF40B,"Major Anal Procedures, 19 years and over, with CC Score 0"
FF40C,"Major Anal Procedures, 18 years and under"
FF41A,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+"
FF41B,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2"
FF41C,"Intermediate Anal Procedures, 19 years and over, with CC Score 0"
FF41D,"Intermediate Anal Procedures, 18 years and under"
FF42Z,Minor Anal Procedures
FF43Z,Minimal Anal Procedures
FF47Z,Insertion of Neurostimulator for Treatment of Faecal Incontinence
FF48Z,Insertion of Neurostimulator Electrodes for Treatment of Faecal Incontinence
FF50A,Complex General Abdominal Procedures with CC Score 6+
FF50B,Complex General Abdominal Procedures with CC Score 3-5
FF50C,Complex General Abdominal Procedures with CC Score 0-2
FF51A,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+"
FF51B,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9"
FF51C,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5"
FF51D,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2"
FF51E,"Major General Abdominal Procedures, 19 years and over, with CC Score 0"
FF51F,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+"
FF51G,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0"
FF51H,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+"
FF51J,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1"
FF52A,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+"
FF52B,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2"
FF52C,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0"
FF52D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under"
FF53A,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over"
FF53B,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under"
FF60A,Complex Hernia Procedures with CC Score 5+
FF60B,Complex Hernia Procedures with CC Score 3-4
FF60C,Complex Hernia Procedures with CC Score 1-2
FF60D,Complex Hernia Procedures with CC Score 0
FF61A,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+"
FF61B,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3"
FF61C,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0"
FF61D,"Abdominal Hernia Procedures, 18 years and under"
FF62A,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+"
FF62B,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5"
FF62C,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2"
FF62D,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0"
FF62E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years"
FF62F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under"
FF63A,"Herniotomy Procedures, 2 years and over"
FF63B,"Herniotomy Procedures, 1 year and under"
FF70A,"Multiple Very Complex Gastrointestinal Tract Procedures, 19 years and over, with CC Score 7+"
FF70B,"Multiple Very Complex Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0-6"
FF70C,"Multiple Very Complex Gastrointestinal Tract Procedures, 18 years and under"
GA03C,"Very Complex, Hepatobiliary or Pancreatic Procedures, with CC Score 4+"
GA03D,"Very Complex, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3"
GA03E,"Very Complex, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GA04C,"Complex, Hepatobiliary or Pancreatic Procedures, with CC Score 3+"
GA04D,"Complex, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2"
GA05C,"Very Major, Hepatobiliary or Pancreatic Procedures, with CC Score 3+"
GA05D,"Very Major, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2"
GA06C,"Major, Hepatobiliary or Pancreatic Procedures, with CC Score 2+"
GA06D,"Major, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GA07C,"Intermediate, Hepatobiliary or Pancreatic Procedures, with CC Score 3+"
GA07D,"Intermediate, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2"
GA07E,"Intermediate, Hepatobiliary or Pancreatic Procedures, with CC Score 0"
GA10G,"Open or Laparoscopic, Cholecystectomy, 18 years and under"
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0"
GA11Z,Pancreatic Necrosectomy
GA13A,"Minor, Hepatobiliary or Pancreatic Procedures, with CC Score 1+"
GA13B,"Minor, Hepatobiliary or Pancreatic Procedures, with CC Score 0"
GA14Z,Multi-Organ or Multiple Transplants
GA15A,"Liver Transplant, 18 years and over"
GA15B,"Liver Transplant, between 2 and 17 years"
GA15C,"Liver Transplant, 1 year and under"
GA16Z,Pancreas Transplant
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1
GB10Z,"Diagnostic Endoscopic Retrograde Cholangiopancreatography, with Biopsy or Cytology"
GB11Z,Diagnostic Endoscopic Retrograde Cholangiopancreatography
GB12Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct, with Biopsy or Cytology"
GB13Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct"
GC01C,Liver Failure Disorders with Multiple Interventions
GC01D,Liver Failure Disorders with Single Intervention
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4"
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions"
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+"
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4"
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1"
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+"
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5"
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0"
GC17A,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+"
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8"
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3"
GC17D,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+"
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8"
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3"
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7"
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1"
GC18A,Non-Obstructive Jaundice with CC Score 5+
GC18B,Non-Obstructive Jaundice with CC Score 0-4
HC20H,Vertebral Column Injury with Interventions
HC20J,"Vertebral Column Injury without Interventions, with CC Score 6+"
HC20K,"Vertebral Column Injury without Interventions, with CC Score 3-5"
HC20L,"Vertebral Column Injury without Interventions, with CC Score 1-2"
HC20M,"Vertebral Column Injury without Interventions, with CC Score 0"
HC21D,Spinal Cord Injury with CC Score 2+
HC21E,Spinal Cord Injury with CC Score 0-1
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0"
HC27H,"Degenerative Spinal Conditions with Interventions, with CC Score 3+"
HC27J,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2"
HC27K,"Degenerative Spinal Conditions without Interventions, with CC Score 9+"
HC27L,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8"
HC27M,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5"
HC27N,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2"
HC28H,Spinal Cord Conditions with Interventions
HC28J,"Spinal Cord Conditions without Interventions, with CC Score 7+"
HC28K,"Spinal Cord Conditions without Interventions, with CC Score 5-6"
HC28L,"Spinal Cord Conditions without Interventions, with CC Score 3-4"
HC28M,"Spinal Cord Conditions without Interventions, with CC Score 0-2"
HC29A,Inflammatory Spinal Conditions with CC Score 2+
HC29B,Inflammatory Spinal Conditions with CC Score 0-1
HC30D,Spinal Tumours with CC Score 2+
HC30E,Spinal Tumours with CC Score 0-1
HC31H,"Spinal Infection with Interventions, with CC Score 6+"
HC31J,"Spinal Infection with Interventions, with CC Score 0-5"
HC31K,"Spinal Infection without Interventions, with CC Score 10+"
HC31L,"Spinal Infection without Interventions, with CC Score 6-9"
HC31M,"Spinal Infection without Interventions, with CC Score 3-5"
HC31N,"Spinal Infection without Interventions, with CC Score 0-2"
HC32G,Low Back Pain with Interventions
HC32H,"Low Back Pain without Interventions, with CC Score 6+"
HC32J,"Low Back Pain without Interventions, with CC Score 3-5"
HC32K,"Low Back Pain without Interventions, with CC Score 0-2"
HC50A,"Very Complex Instrumented Correction of Spinal Deformity, 19 years and over"
HC50B,"Very Complex Instrumented Correction of Spinal Deformity, 18 years and under"
HC51A,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 7+"
HC51B,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 3-6"
HC51C,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 0-2"
HC51D,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 3+"
HC51E,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 0-2"
HC52A,Complex Spinal Reconstructive Procedures with CC Score 7+
HC52B,Complex Spinal Reconstructive Procedures with CC Score 4-6
HC52C,Complex Spinal Reconstructive Procedures with CC Score 2-3
HC52D,Complex Spinal Reconstructive Procedures with CC Score 0-1
HC53A,Very Major Spinal Reconstructive Procedures with CC Score 4+
HC53B,Very Major Spinal Reconstructive Procedures with CC Score 2-3
HC53C,Very Major Spinal Reconstructive Procedures with CC Score 0-1
HC54A,Major Spinal Reconstructive Procedures with CC Score 4+
HC54B,Major Spinal Reconstructive Procedures with CC Score 2-3
HC54C,Major Spinal Reconstructive Procedures with CC Score 0-1
HC60A,Very Complex Extradural Spinal Procedures with CC Score 4+
HC60B,Very Complex Extradural Spinal Procedures with CC Score 2-3
HC60C,Very Complex Extradural Spinal Procedures with CC Score 0-1
HC61A,Complex Extradural Spinal Procedures with CC Score 4+
HC61B,Complex Extradural Spinal Procedures with CC Score 2-3
HC61C,Complex Extradural Spinal Procedures with CC Score 0-1
HC62A,Very Major Extradural Spinal Procedures with CC Score 4+
HC62B,Very Major Extradural Spinal Procedures with CC Score 2-3
HC62C,Very Major Extradural Spinal Procedures with CC Score 0-1
HC63A,Major Extradural Spinal Procedures with CC Score 4+
HC63B,Major Extradural Spinal Procedures with CC Score 2-3
HC63C,Major Extradural Spinal Procedures with CC Score 0-1
HC64A,Intermediate Extradural Spinal Procedures with CC Score 4+
HC64B,Intermediate Extradural Spinal Procedures with CC Score 2-3
HC64C,Intermediate Extradural Spinal Procedures with CC Score 0-1
HC65Z,Minor Extradural Spinal Procedures
HC70A,Complex Intradural Spinal Procedures with CC Score 2+
HC70B,Complex Intradural Spinal Procedures with CC Score 0-1
