hrg_code,hrg_description
EA05D,"Pace 2: Dual Chamber, with CC Score 0-1"
EA07A,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 8+"
EA07B,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7"
EA07C,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3"
EA11A,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+"
EA11B,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2"
EA12A,"Implantation of Cardioverter; Defibrillator only, with CC Score 9+"
EA12B,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8"
EA12C,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5"
EA12D,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2"
EA14A,"Coronary Artery Bypass Graft (First Time), with CC Score 12+"
EA14B,"Coronary Artery Bypass Graft (First Time), with CC Score 7-11"
EA14C,"Coronary Artery Bypass Graft (First Time), with CC Score 3-6"
EA14D,"Coronary Artery Bypass Graft (First Time), with CC Score 0-2"
EA16A,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 9+"
EA16B,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 6-8"
EA16C,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 3-5"
EA16D,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 0-2"
EA17A,"Single Cardiac Valve Procedures, with CC Score 9+"
EA17B,"Single Cardiac Valve Procedures, with CC Score 6-8"
EA17C,"Single Cardiac Valve Procedures, with CC Score 3-5"
EA17D,"Single Cardiac Valve Procedures, with CC Score 0-2"
EA19A,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 6+"
EA19B,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 3-5"
EA19C,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 0-2"
EA20A,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+"
EA20B,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9"
EA20C,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4"
EA22Z,"Other Complex Cardiac Surgery with Percutaneous Coronary Intervention, Pacing, EP or RFA"
EA29A,"Percutaneous Complex Ablation, including for Atrial Fibrillation or Ventricular Tachycardia, with CC Score 5+"
EA29B,"Percutaneous Complex Ablation, including for Atrial Fibrillation or Ventricular Tachycardia, with CC Score 2-4"
EA29C,"Percutaneous Complex Ablation, including for Atrial Fibrillation or Ventricular Tachycardia, with CC Score 0-1"
EA31A,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 11+"
EA31B,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10"
EA31C,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6"
EA31D,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2"
EA35A,"Other Percutaneous Interventions, with CC Score 8+"
EA35B,"Other Percutaneous Interventions, with CC Score 5-7"
EA35C,"Other Percutaneous Interventions, with CC Score 2-4"
EA35D,"Other Percutaneous Interventions, with CC Score 0-1"
EA36C,Catheter with CC Score 13+
EA36D,Catheter with CC Score 10-12
EA36E,Catheter with CC Score 7-9
EA36F,Catheter with CC Score 4-6
EA36G,Catheter with CC Score 2-3
EA36H,Catheter with CC Score 0-1
EA39A,"Pacemaker Procedure without Generator Implant, including Re-siting and Removal of Cardiac Pacemaker System, with CC Score 5+"
EA39B,"Pacemaker Procedure without Generator Implant, including Re-siting and Removal of Cardiac Pacemaker System, with CC Score 2-4"
EA39C,"Pacemaker Procedure without Generator Implant, including Re-siting and Removal of Cardiac Pacemaker System, with CC Score 0-1"
EA40Z,Other Non-Complex Cardiac Surgery
EA43Z,Implantation of Prosthetic Heart or Ventricular Assist Device
EA44A,"Minor Cardiac Procedures, with CC Score 2+"
EA44B,"Minor Cardiac Procedures, with CC Score 0-1"
EA45Z,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography"
EA47Z,Electrocardiogram Monitoring and Stress Testing
EA48Z,"Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA"
EA49A,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 9+"
EA49B,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8"
EA49C,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5"
EA49D,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2"
EA51A,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+"
EA51B,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 6-8"
EA51C,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 3-5"
EA51D,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 0-2"
EA52A,"Repair or Replacement of more than one Heart Valve, with CC Score 9+"
EA52B,"Repair or Replacement of more than one Heart Valve, with CC Score 4-8"
EA52C,"Repair or Replacement of more than one Heart Valve, with CC Score 0-3"
EA53Z,Transcatheter Aortic Valve Implantation (TAVI)
EA54A,"Percutaneous Standard Ablation, with CC Score 3+"
EA54B,"Percutaneous Standard Ablation, with CC Score 0-2"
EA55A,"Percutaneous Diagnostic Electrophysiology Studies, with CC Score 3+"
EA55B,"Percutaneous Diagnostic Electrophysiology Studies, with CC Score 0-2"
EA56A,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 6+"
EA56B,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 3-5"
EA56C,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2"
EA57A,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 5+"
EA57B,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4"
EB02A,Endocarditis with CC Score 10+
EB02B,Endocarditis with CC Score 5-9
EB02C,Endocarditis with CC Score 0-4
EB03A,Heart Failure or Shock with CC Score 14+
EB03B,Heart Failure or Shock with CC Score 11-13
EB03C,Heart Failure or Shock with CC Score 8-10
EB03D,Heart Failure or Shock with CC Score 4-7
EB03E,Heart Failure or Shock with CC Score 0-3
EB04Z,Hypertension
EB05A,Cardiac Arrest with CC Score 9+
EB05B,Cardiac Arrest with CC Score 5-8
EB05C,Cardiac Arrest with CC Score 0-4
EB06A,Cardiac Valve Disorders with CC Score 13+
EB06B,Cardiac Valve Disorders with CC Score 9-12
EB06C,Cardiac Valve Disorders with CC Score 5-8
EB06D,Cardiac Valve Disorders with CC Score 0-4
EB07A,Arrhythmia or Conduction Disorders with CC Score 13+
EB07B,Arrhythmia or Conduction Disorders with CC Score 10-12
EB07C,Arrhythmia or Conduction Disorders with CC Score 7-9
EB07D,Arrhythmia or Conduction Disorders with CC Score 4-6
EB07E,Arrhythmia or Conduction Disorders with CC Score 0-3
EB08A,Syncope or Collapse with CC Score 13+
EB08B,Syncope or Collapse with CC Score 10-12
EB08C,Syncope or Collapse with CC Score 7-9
EB08D,Syncope or Collapse with CC Score 4-6
EB08E,Syncope or Collapse with CC Score 0-3
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2
EB10A,Actual or Suspected Myocardial Infarction with CC Score 13+
EB10B,Actual or Suspected Myocardial Infarction with CC Score 10-12
EB10C,Actual or Suspected Myocardial Infarction with CC Score 7-9
EB10D,Actual or Suspected Myocardial Infarction with CC Score 4-6
EB10E,Actual or Suspected Myocardial Infarction with CC Score 0-3
EB12A,Unspecified Chest Pain with CC Score 11+
EB12B,Unspecified Chest Pain with CC Score 5-10
EB12C,Unspecified Chest Pain with CC Score 0-4
EB13A,Angina with CC Score 12+
EB13B,Angina with CC Score 8-11
EB13C,Angina with CC Score 4-7
EB13D,Angina with CC Score 0-3
EB14A,Other Acquired Cardiac Conditions with CC Score 13+
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2
EB15A,Primary Pulmonary Hypertension with CC Score 9+
EB15B,Primary Pulmonary Hypertension with CC Score 4-8
EB15C,Primary Pulmonary Hypertension with CC Score 0-3
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less"
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117"
EC01C,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 118 or more"
EC02A,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 64 or less"
EC02B,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 65-117"
EC02C,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 118 or more"
EC03A,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 64 or less"
EC03B,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 65-117"
EC03C,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 118 or more"
FZ12L,"Major General Abdominal Procedures, 19 years and over with CC Score 10+"
FZ12M,"Major General Abdominal Procedures, 19 years and over with CC Score 6-9"
FZ12N,"Major General Abdominal Procedures, 19 years and over with CC Score 3-5"
FZ12P,"Major General Abdominal Procedures, 19 years and over with CC Score 1-2"
FZ12Q,"Major General Abdominal Procedures, 19 years and over with CC Score 0"
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years with CC Score 1+"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years with CC Score 0"
FZ12T,"Major General Abdominal Procedures, 1 year and under with CC Score 2+"
FZ12U,"Major General Abdominal Procedures, 1 year and under with CC Score 0-1"
FZ13C,"Minor Therapeutic or Diagnostic General Abdominal Procedures, 19 years and over"
FZ13D,"Minor Therapeutic or Diagnostic General Abdominal Procedures, 18 years and under"
FZ17D,"Abdominal Hernia Procedures, 18 years and under"
FZ17E,"Abdominal Hernia Procedures, 19 years and over with CC Score 4+"
FZ17F,"Abdominal Hernia Procedures, 19 years and over with CC Score 1-3"
FZ17G,"Abdominal Hernia Procedures, 19 years and over with CC Score 0"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over with CC Score 6+"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over with CC Score 3-5"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over with CC Score 1-2"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over with CC Score 0"
FZ19A,"Herniotomy Procedures, 2 years and over"
FZ19B,"Herniotomy Procedures, 1 year and under"
FZ20F,"Appendicectomy Procedures, 19 years and over with CC Score 5+"
FZ20G,"Appendicectomy Procedures, 19 years and over with CC Score 3-4"
FZ20H,"Appendicectomy Procedures, 19 years and over with CC Score 1-2"
FZ20J,"Appendicectomy Procedures, 19 years and over with CC Score 0"
FZ20K,"Appendicectomy Procedures, 18 years and under with CC Score 3+"
FZ20L,"Appendicectomy Procedures, 18 years and under with CC Score 1-2"
FZ20M,"Appendicectomy Procedures, 18 years and under with CC Score 0"
FZ21B,"Major Anal Procedures, 18 years and under"
FZ21C,"Major Anal Procedures, 19 years and over with CC Score 1+"
FZ21D,"Major Anal Procedures, 19 years and over with CC Score 0"
FZ22B,"Intermediate Anal Procedures, 18 years and under"
FZ22C,"Intermediate Anal Procedures, 19 years and over with CC Score 3+"
FZ22D,"Intermediate Anal Procedures, 19 years and over with CC Score 1-2"
FZ22E,"Intermediate Anal Procedures, 19 years and over with CC Score 0"
FZ23A,"Minor Anal Procedures, 19 years and over"
FZ23B,"Minor Anal Procedures, 18 years and under"
FZ24E,"Major Therapeutic Endoscopic Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years"
FZ24F,"Major Therapeutic Endoscopic Upper or Lower Gastrointestinal Tract Procedures, 1 year and under"
FZ24G,"Major Therapeutic Endoscopic Upper or Lower Gastrointestinal Tract Procedures, 19 years and over with CC Score 3+"
FZ24H,"Major Therapeutic Endoscopic Upper or Lower Gastrointestinal Tract Procedures, 19 years and over with CC Score 1-2"
FZ24J,"Major Therapeutic Endoscopic Upper or Lower Gastrointestinal Tract Procedures, 19 years and over with CC Score 0"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under"
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over with CC Score 3+"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over with CC Score 1-2"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over with CC Score 0"
FZ36G,"Gastrointestinal Infections, with Multiple Interventions, with CC Score 4+"
FZ36H,"Gastrointestinal Infections, with Multiple Interventions, with CC Score 0-3"
FZ36J,"Gastrointestinal Infections, with Single Intervention, with CC Score 5+"
FZ36K,"Gastrointestinal Infections, with Single Intervention, with CC Score 2-4"
FZ36L,"Gastrointestinal Infections, with Single Intervention, with CC Score 0-1"
FZ36M,"Gastrointestinal Infections, without Interventions, with CC Score 8+"
FZ36N,"Gastrointestinal Infections, without Interventions, with CC Score 5-7"
FZ36P,"Gastrointestinal Infections, without Interventions, with CC Score 2-4"
FZ36Q,"Gastrointestinal Infections, without Interventions, with CC Score 0-1"
FZ37K,"Inflammatory Bowel Disease, with Multiple Interventions, with CC Score 3+"
FZ37L,"Inflammatory Bowel Disease, with Multiple Interventions, with CC Score 0-2"
FZ37M,"Inflammatory Bowel Disease, with Single Intervention, with CC Score 4+"
FZ37N,"Inflammatory Bowel Disease, with Single Intervention, with CC Score 0-3"
FZ37P,"Inflammatory Bowel Disease, without Interventions, with CC Score 5+"
FZ37Q,"Inflammatory Bowel Disease, without Interventions, with CC Score 3-4"
FZ37R,"Inflammatory Bowel Disease, without Interventions, with CC Score 1-2"
FZ37S,"Inflammatory Bowel Disease, without Interventions, with CC Score 0"
FZ38G,"Gastrointestinal Bleed, with Multiple Interventions, with CC Score 5+"
FZ38H,"Gastrointestinal Bleed, with Multiple Interventions, with CC Score 0-4"
FZ38J,"Gastrointestinal Bleed, with Single Intervention, with CC Score 8+"
FZ38K,"Gastrointestinal Bleed, with Single Intervention, with CC Score 5-7"
FZ38L,"Gastrointestinal Bleed, with Single Intervention, with CC Score 0-4"
FZ38M,"Gastrointestinal Bleed, without Interventions, with CC Score 9+"
FZ38N,"Gastrointestinal Bleed, without Interventions, with CC Score 5-8"
FZ38P,"Gastrointestinal Bleed, without Interventions, with CC Score 0-4"
FZ42A,"Wireless Capsule Endoscopy, 19 years and over"
FZ42B,"Wireless Capsule Endoscopy, 18 years and under"
FZ49D,"Nutritional Disorders, with Interventions, with CC Score 2+"
FZ49E,"Nutritional Disorders, with Interventions, with CC Score 0-1"
FZ49F,"Nutritional Disorders, without Interventions, with CC Score 6+"
FZ49G,"Nutritional Disorders, without Interventions, with CC Score 2-5"
FZ49H,"Nutritional Disorders, without Interventions, with CC Score 0-1"
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over"
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over"
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over"
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over"
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years"
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years"
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures
FZ66C,"Very Major Small Intestine Procedures, 19 years and over with CC Score 8+"
FZ66D,"Very Major Small Intestine Procedures, 19 years and over with CC Score 5-7"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over with CC Score 2-4"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over with CC Score 0-1"
FZ67C,"Major Small Intestine Procedures, 19 years and over with CC Score 7+"
FZ67D,"Major Small Intestine Procedures, 19 years and over with CC Score 4-6"
FZ67E,"Major Small Intestine Procedures, 19 years and over with CC Score 2-3"
FZ67F,"Major Small Intestine Procedures, 19 years and over with CC Score 0-1"
FZ68G,"Very Major or Major Small Intestine Procedures, between 2 and 18 years with CC Score 2+"
FZ68H,"Very Major or Major Small Intestine Procedures, between 2 and 18 years with CC Score 0-1"
FZ68J,"Very Major or Major Small Intestine Procedures, 1 year and under with CC Score 3+"
FZ68K,"Very Major or Major Small Intestine Procedures, 1 year and under with CC Score 1-2"
FZ68L,"Very Major or Major Small Intestine Procedures, 1 year and under with CC Score 0"
FZ69B,"Complex Small Intestine Procedures, 18 years and under"
FZ69C,"Complex Small Intestine Procedures, 19 years and over with CC Score 7+"
FZ69D,"Complex Small Intestine Procedures, 19 years and over with CC Score 3-6"
FZ69E,"Complex Small Intestine Procedures, 19 years and over with CC Score 0-2"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over"
FZ71D,"Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract, with CC Score 7+"
FZ71E,"Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract, with CC Score 4-6"
FZ71F,"Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract, with CC Score 1-3"
FZ71G,"Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract, with CC Score 0"
FZ72Z,Insertion of Spinal Cord Stimulator for Treatment of Faecal Incontinence
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2
FZ74C,"Complex Large Intestine Procedures, 19 years and over with CC Score 9+"
FZ74D,"Complex Large Intestine Procedures, 19 years and over with CC Score 6-8"
FZ74E,"Complex Large Intestine Procedures, 19 years and over with CC Score 3-5"
FZ74F,"Complex Large Intestine Procedures, 19 years and over with CC Score 0-2"
FZ75C,"Proximal Colon Procedures, 19 years and over with CC Score 6+"
FZ75D,"Proximal Colon Procedures, 19 years and over with CC Score 3-5"
FZ75E,"Proximal Colon Procedures, 19 years and over with CC Score 0-2"
FZ76C,"Distal Colon Procedures, 19 years and over with CC Score 3+"
FZ76D,"Distal Colon Procedures, 19 years and over with CC Score 0-2"
FZ77C,"Major Large Intestine Procedures, 19 years and over with CC Score 3+"
FZ77D,"Major Large Intestine Procedures, 19 years and over with CC Score 1-2"
FZ77E,"Major Large Intestine Procedures, 19 years and over with CC Score 0"
FZ78A,"Complex or Major Large Intestine Procedures, between 2 and 18 years with CC Score 1+"
FZ78B,"Complex or Major Large Intestine Procedures, between 2 and 18 years with CC Score 0"
FZ78C,"Complex or Major Large Intestine Procedures, 1 year and under with CC Score 1+"
FZ78D,"Complex or Major Large Intestine Procedures, 1 year and under with CC Score 0"
FZ79C,Complex General Abdominal Procedures with CC Score 6+
FZ79D,Complex General Abdominal Procedures with CC Score 3-5
FZ79E,Complex General Abdominal Procedures with CC Score 0-2
FZ80C,"Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 6+"
FZ80D,"Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 3-5"
FZ80E,"Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 0-2"
FZ81C,"Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 4+"
FZ81D,"Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 2-3"
FZ81E,"Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 0-1"
FZ82C,"Very Complex or Complex Oesophageal, Stomach or Duodenum Procedures, 18 years and under with CC Score 2+"
FZ82D,"Very Complex or Complex Oesophageal, Stomach or Duodenum Procedures, 18 years and under with CC Score 0-1"
FZ83C,"Major Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years with CC Score 1+"
FZ83D,"Major Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years with CC Score 0"
FZ83E,"Major Oesophageal, Stomach or Duodenum Procedures, 1 year and under with CC Score 1+"
FZ83F,"Major Oesophageal, Stomach or Duodenum Procedures, 1 year and under with CC Score 0"
FZ83G,"Major Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 7+"
FZ83H,"Major Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 4-6"
FZ83J,"Major Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 2-3"
FZ83K,"Major Oesophageal, Stomach or Duodenum Procedures, 19 years and over with CC Score 0-1"
FZ84Z,Stomach Bypass Procedures for Obesity
FZ85Z,Restrictive Stomach Procedures for Obesity
FZ86Z,Endoscopic Insertion of Gastric Balloon for Obesity
FZ87D,Complex Hernia Procedures with CC Score 5+
FZ87E,Complex Hernia Procedures with CC Score 3-4
FZ87F,Complex Hernia Procedures with CC Score 1-2
FZ87G,Complex Hernia Procedures with CC Score 0
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over"
FZ88B,"Insertion of Gastrostomy Tube, 18 years and under"
FZ89Z,Complex Therapeutic Endoscopic Upper or Lower Gastrointestinal Tract Procedures
FZ90A,"Abdominal Pain, with Interventions"
FZ90B,"Abdominal Pain, without Interventions"
FZ91A,"Non-Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 8+"
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 5-7"
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 3-4"
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 0-2"
FZ91E,"Non-Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 9+"
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 5-8"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 3-4"
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 0-2"
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 11+"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 6-10"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 3-5"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 0-2"
FZ92A,"Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 7+"
FZ92B,"Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 3-6"
FZ92C,"Malignant Gastrointestinal Tract Disorders, with Multiple Interventions, with CC Score 0-2"
FZ92D,"Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 6+"
FZ92E,"Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 3-5"
FZ92F,"Malignant Gastrointestinal Tract Disorders, with Single Intervention, with CC Score 0-2"
FZ92G,"Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 9+"
FZ92H,"Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 5-8"
FZ92J,"Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 3-4"
FZ92K,"Malignant Gastrointestinal Tract Disorders, without Interventions, with CC Score 0-2"
GA01A,"Hepatobiliary Transplant, 1 year and under"
GA01B,"Hepatobiliary Transplant, between 2 and 17 years"
GA01C,"Hepatobiliary Transplant, 18 years and over"
GA03C,"Very Complex Open Hepatobiliary or Pancreatic Procedures, with CC Score 4+"
GA03D,"Very Complex Open Hepatobiliary or Pancreatic Procedures, with CC Score 2-3"
GA03E,"Very Complex Open Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GA04C,"Complex Open Hepatobiliary or Pancreatic Procedures, with CC Score 3+"
GA04D,"Complex Open Hepatobiliary or Pancreatic Procedures, with CC Score 0-2"
GA05C,"Very Major Open Hepatobiliary or Pancreatic Procedures, with CC Score 3+"
GA05D,"Very Major Open Hepatobiliary or Pancreatic Procedures, with CC Score 0-2"
GA06C,"Major Open Hepatobiliary or Pancreatic Procedures, with CC Score 2+"
GA06D,"Major Open Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GA07C,"Intermediate Open Hepatobiliary or Pancreatic Procedures, with CC Score 3+"
GA07D,"Intermediate Open Hepatobiliary or Pancreatic Procedures, with CC Score 1-2"
GA07E,"Intermediate Open Hepatobiliary or Pancreatic Procedures, with CC Score 0"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under"
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0"
GA11Z,Pancreatic Necrosectomy
GA12Z,Multi-Organ and Multiple Transplants
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0"
GB01C,"Very Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+"
GB01D,"Very Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4-6"
