hrg_root,hrg_root_description
LD09,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter"
LD10,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft"
LD11,Continuous Ambulatory Peritoneal Dialysis
LD12,Automated Peritoneal Dialysis
LD13,Assisted Automated Peritoneal Dialysis
LE01,Haemodialysis for Acute Kidney Injury
LE02,Peritoneal Dialysis for Acute Kidney Injury
MA01,Complex Open Upper or Lower Genital Tract Procedures
MA02,Very Major Open upper or Lower Genital Tract Procedures
MA03,Major Open Lower Genital Tract Procedures
MA04,Intermediate Open Lower Genital Tract Procedures
MA06,"Major Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy"
MA07,Major Open Upper Genital Tract Procedures
MA08,"Major Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA09,"Intermediate Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA10,"Minor Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA11,Intermediate Open Upper Genital Tract Procedures
MA12,Resection or Ablation Procedures for Intra-uterine Lesions
MA17,"Dilation and Evacuation, 20 weeks gestation and less"
MA18,"Medical Termination of Pregnancy, 20 weeks gestation and less"
MA19,"Vacuum Aspiration with Cannula, 20 weeks gestation and less"
MA20,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation"
MA21,Diagnostic Hysteroscopy
MA22,Minor Lower Genital Tract Procedures Category 1
MA23,Minor Lower Genital Tract Procedures Category 2
MA24,Minor Upper Genital Tract Procedures Category 1
MA25,Minor Upper Genital Tract Procedures Category 2
MA26,"Complex Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy"
MA27,Minor Upper or Lower Genital Tract Procedures for Malignancy
MA28,"Complex Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA29,Major Female Pelvic Peritoneum Adhesion Procedures
MA30,Intermediate Female Pelvic Peritoneum Adhesion Procedures
MB01,Lower Genital Tract Disorders
MB02,Genital Prolapse or Incontinence
MB03,"Uterus Disorders (including Fibroids), Menstrual Disorders or Endometriosis"
MB04,"Ovary, Fallopian Tube or Pelvic Disorders"
MB05,Gynaecological Malignancy
MB06,Other Gynaecological Conditions
MB07,Gynaecological Fistula Conditions
MB08,Threatened or Spontaneous Miscarriage
MC06,Collection of Sperm
MC07,Intra-uterine Insemination with Superovulation
MC08,"Intra-uterine Insemination with Superovulation, with Donor"
MC09,Intra-uterine Insemination without Superovulation
MC10,"Intra-uterine Insemination without Superovulation, with Donor"
MC11,Implantation of Embryo
MC12,Oocyte Recovery
MC13,Donor Oocyte Recovery
MC14,Oocyte Recovery with Intracytoplasmic Sperm Injection
MC15,Oocyte Recovery with Pre-Implantation Genetic Diagnosis
NZ10,Diagnostic or Therapeutic Procedures on Fetus
NZ11,Normal Delivery
NZ12,Assisted Delivery
NZ13,Planned Lower Uterine Caesarean Section
NZ14,Emergency or Upper Uterine Caesarean Section
NZ15,"Caesarean Section with Eclampsia, Pre-eclampsia or Placenta Praevia"
NZ16,Ante-natal Routine Observation
NZ17,Ante-natal False Labour including Premature Rupture of Membranes
NZ18,Ante-natal Complex Disorders
NZ19,Ante-natal Major Disorders
NZ20,Ante-natal Other Disorders
NZ21,Ante-natal Standard Ultrasound Scan
NZ22,Ante-natal Specialised Ultrasound Scan
NZ23,Ante-natal Diagnostic Procedures
NZ24,Ante-natal Therapeutic Procedures including Induction
NZ25,Labour without Specified Delivery
NZ26,Post-natal Disorders
NZ27,Post-natal Therapeutic Procedures
PA01,Nervous System Disorders
PA02,Epilepsy Syndrome
PA03,Febrile Convulsions
PA04,Headaches and Migraines
PA05,Developmental Disorders
PA06,Head Injury with Intracranial Injury
PA07,Head Injury without Intracranial Injury
PA08,Intermediate Injury without Intracranial Injury
PA11,Acute Upper Respiratory Tract Infection and Common Cold
PA12,Asthma or Wheezing
PA13,Cystic Fibrosis
PA14,Lower Respiratory Tract Disorders without Acute Bronchiolitis
PA15,Acute Bronchiolitis
PA16,Major Infections
PA17,Intermediate Infections
PA18,Minor Infections
PA19,Viral Infections
PA20,Fever Unspecified
PA21,Infectious or Non-Infectious Gastroenteritis
PA22,Chest Pain
PA23,Cardiac Conditions
PA24,Arrhythmia or Conduction Disorders
PA25,Major Gastrointestinal Disorders
PA26,Other Gastrointestinal Disorders
PA27,Inflammatory Bowel Disease
PA28,Feeding Difficulties and Vomiting
PA29,Abdominal Pain
PA30,Faltering Growth (Failure to Thrive)
PA31,Major Injury without Intracranial Injury
PA32,Minor Injury without Intracranial Injury
PA34,Musculoskeletal or Connective Tissue Disorders
PA35,Skin Disorders
PA36,"Endocrine Disorders, excluding Diabetes Mellitus"
PA38,Renal Disease with Renal Failure
PA40,Acute Lymphoblastic Leukaemia with length of stay 1 day or more
PA41,Other Haematological Malignancies with length of stay 1 day or more
PA42,Brain Tumours with length of stay 1 day or more
PA43,Other Neoplasms with length of stay 1 day or more
PA44,Neoplasm Diagnoses with length of stay 0 days
PA45,Febrile Neutropenia with Malignancy
PA46,Paediatric Thalassaemia
PA47,Sickle-cell Anaemia with Crisis
PA48,Blood Cell Disorders
PA49,Coagulation Disorders
PA50,Ingestion Poisoning or Allergies
PA51,Child Safeguarding (welfare and protection)
PA52,Behavioural Disorders
PA53,Eating Disorders
PA54,Convalescent or other Relief Care
PA55,Respite Care
PA56,Paediatric Admission for Unexplained Symptoms
PA57,"Examination, Follow-up, Special Screening or other Admissions, with length of stay 1 day or more"
PA58,"Examination, Follow-up, Special Screening or other Admissions, with length of stay 0 days"
PA59,Major Congenital Conditions
PA60,Other Congenital Conditions
PA62,Syncope and Collapse
PA63,"Head, Neck and Ear Disorders"
PA64,Non-Surgical Ophthalmology
PA65,Upper Respiratory Tract Disorders
PA66,Rash or Other Non-Specific Skin Eruption
PA67,"Diabetes Mellitus, with Ketoacidosis or Coma"
PA68,"Diabetes Mellitus, without Ketoacidosis or Coma"
PA69,Nephritic and Nephrotic Renal Diseases
PA70,Other Renal Diseases
PA71,Paediatric Hepatobiliary or Pancreatic Disorders
PA72,Metabolic Disorders
PB01,Major Neonatal Diagnoses
PB02,Minor Neonatal Diagnoses
PB03,Healthy Baby
QZ01,Aortic or Abdominal Surgery
QZ02,Lower Limb Arterial Surgery
QZ03,Bypasses to Tibial Arteries
QZ04,Extracranial or Upper Limb Arterial Surgery
QZ05,Miscellaneous Vascular Procedures
QZ11,Amputations
QZ12,"Foot Procedures for Diabetes or Arterial Disease, or Procedures to Amputation Stumps"
QZ13,Vascular Access for Renal Replacement Therapy
QZ14,Vascular Access except for Renal Replacement Therapy
QZ15,Therapeutic Endovascular Procedures
QZ16,Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures
QZ17,Non-Surgical Peripheral Vascular Disease
QZ19,Blood Vessel Injury with No Significant Procedure
QZ20,Deep Vein Thrombosis
QZ21,Re-do Varicose Vein Procedures
QZ22,Primary Varicose Vein Procedures
QZ23,Thoracoabdominal Aneurysm Repair
RA01,"Magnetic Resonance Imaging Scan, one area, no contrast"
RA02,"Magnetic Resonance Imaging Scan, one area, post contrast only"
RA03,"Magnetic Resonance Imaging Scan, one area, pre and post contrast"
RA04,"Magnetic Resonance Imaging Scan, two to three areas, no contrast"
RA05,"Magnetic Resonance Imaging Scan, two to three areas, with contrast"
RA06,"Magnetic Resonance Imaging Scan, more than three areas"
RA07,"Magnetic Resonance Imaging Scan, requiring extensive patient repositioning and/or more than one contrast agent"
RA08,"Computerised Tomography Scan, one area, no contrast"
RA09,"Computerised Tomography Scan, one area, with post contrast only"
RA10,"Computerised Tomography Scan, one area, pre and post contrast"
RA11,"Computerised Tomography Scan, two areas without contrast"
RA12,"Computerised Tomography Scan, two areas with contrast"
RA13,"Computerised Tomography Scan, three areas with contrast"
RA14,"Computerised Tomography Scan, more than three areas"
RA15,Dexa Scan
RA16,"Contrast Fluoroscopy Procedures, less than 20 minutes"
RA17,"Contrast Fluoroscopy Procedures, 20 to 40 minutes"
RA18,"Contrast Fluoroscopy Procedures, more than 40 minutes"
RA19,"Mobile or Intraoperative, Contrast Fluoroscopy Procedures, less than 20 minutes"
RA20,"Mobile or Intraoperative, Contrast Fluoroscopy Procedures, 20 to 40 minutes"
RA21,"Mobile or Intraoperative, Contrast Fluoroscopy Procedures, more than 40 minutes"
RA23,"Ultrasound Scan, less than 20 minutes"
RA24,"Ultrasound Scan, 20 minutes and over"
RA25,"Ultrasound Mobile Scan or Intraoperative Procedures, less than 20 minutes"
RA26,"Ultrasound Mobile Scan or Intraoperative Procedures, 20 to 40 minutes"
RA27,"Ultrasound Mobile Scan or Intraoperative Procedures, more than 40 minutes"
RA35,"Nuclear Medicine, Category 1"
RA36,"Nuclear Medicine, Category 2"
RA37,"Nuclear Medicine, Category 3"
RA38,"Nuclear Medicine, Category 4"
RA39,"Nuclear Medicine, Category 5"
RA40,"Nuclear Medicine, Category 6"
RA42,"Nuclear Medicine, Category 8 (PET-CT)"
RA50,"Computerised Tomography Scan, three areas without contrast"
RA60,Simple Echocardiogram
RA65,"Cardiac Magnetic Resonance Imaging Scan, no contrast"
RA66,"Cardiac Magnetic Resonance Imaging Scan, post contrast only"
RA67,"Cardiac Magnetic Resonance Imaging Scan, pre and post contrast"
RA69,Complex Computerised Tomography Scan
RC01,Major Uroradiology Interventional Radiology Procedures
RC02,Intermediate Uroradiology Interventional Radiology Procedures
RC03,Minor Uroradiology Interventional Radiology Procedures
RC11,Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm
RC12,Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm
RC13,Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm
RC14,Major Vascular Interventional Radiology Procedures
RC15,Intermediate Vascular Interventional Radiology Procedures
RC16,Minor Vascular Interventional Radiology Procedures
RC31,Major Hepatobiliary Interventional Radiology Procedures
RC32,Intermediate Hepatobiliary Interventional Radiology Procedures
RC33,Minor Hepatobiliary Interventional Radiology Procedures
RC41,Uterine Fibroid Embolisation
RC42,"Major Obstetric or Gynaecology, Interventional Radiology Procedures"
RC51,Major Neurology Interventional Radiology Procedures
SA01,Aplastic Anaemia
SA02,Coagulation Defect
SA03,Haemolytic Anaemia
SA04,Iron Deficiency Anaemia
SA05,Megaloblastic Anaemia
SA06,Myelodysplastic Syndrome
SA07,Myeloproliferative Disorder
SA08,Other Haematological or Splenic Disorders
SA09,Other Red Blood Cell Disorders
SA10,Sickle Cell Anaemia
SA11,Thalassaemia
SA12,Thrombocytopenia
SA13,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange"
SA14,Plasma Exchanges 2 to 9
SA15,Plasma Exchanges 10 to 19
SA16,Plasma Exchanges 20 or more
SA17,Malignant Disorders of Lymphatic or Haematological Systems
SA18,Bone Marrow Harvest
SA19,"Bone Marrow Transplant, Autograft"
SA20,"Bone Marrow Transplant, Allogeneic Graft (Sibling)"
SA21,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor)"
SA22,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood)"
SA23,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical)"
SA24,Acute Lymphoblastic Leukaemia
SA25,Acute Myeloid Leukaemia
SA26,"Peripheral Blood Stem Cell Transplant, Autologous"
SA27,"Peripheral Blood Stem Cell Transplant, Syngeneic"
SA28,"Peripheral Blood Stem Cell Transplant, Allogeneic"
SA30,Plasma Cell Disorders
SA31,"Malignant Lymphoma, including Hodgkin's and non-Hodgkin's"
SA32,Chronic Lymphocytic Leukaemia and Related Disorders
SA33,Diagnostic Bone Marrow Extraction
SA34,Peripheral Blood Stem Cell Harvest
SA99,Dummy for SC with crisis
SB01,Procure Chemotherapy Drugs for Regimens in Band 1
SB02,Procure Chemotherapy Drugs for Regimens in Band 2
SB03,Procure Chemotherapy Drugs for Regimens in Band 3
SB04,Procure Chemotherapy Drugs for Regimens in Band 4
SB05,Procure Chemotherapy Drugs for Regimens in Band 5
SB06,Procure Chemotherapy Drugs for Regimens in Band 6
SB07,Procure Chemotherapy Drugs for Regimens in Band 7
SB08,Procure Chemotherapy Drugs for Regimens in Band 8
SB09,Procure Chemotherapy Drugs for Regimens in Band 9
SB10,Procure Chemotherapy Drugs for Regimens in Band 10
SB11,Deliver Exclusively Oral Chemotherapy
SB12,Deliver Simple Parenteral Chemotherapy at First Attendance
SB13,Deliver more Complex Parenteral Chemotherapy at First Attendance
SB14,"Deliver Complex Chemotherapy, including Prolonged Infusional Treatment, at First Attendance"
SB15,Deliver Subsequent Elements of a Chemotherapy Cycle
SB16,Procure Chemotherapy Drugs for Regimens not on the National List
SB17,Deliver Chemotherapy for Regimens not on the National List
SB97,Same Day Chemotherapy Admission or Attendance
SC21,Deliver a Fraction of Treatment on a Superficial or Orthovoltage Machine
SC22,Deliver a Fraction of Treatment on a Megavoltage Machine
SC23,Deliver a Fraction of Complex Treatment on a Megavoltage Machine
SC24,Deliver a Fraction of Radiotherapy on a Megavoltage Machine using General Anaesthetic
SC25,Deliver a Fraction of Total Body Irradiation
SC26,Deliver a Fraction of Intracavitary Radiotherapy without General Anaesthetic
SC27,Deliver a Fraction of Intracavitary Radiotherapy with General Anaesthetic
SC28,Deliver a Fraction of Interstitial Radiotherapy
SC29,Other Radiotherapy Treatment
SC30,Deliver a Fraction of Intraluminal Brachytherapy
SC31,Deliver a Fraction of Adaptive Radiotherapy on a Megavoltage Machine
SC40,Preparation for Intensity Modulated Radiation Therapy
SC41,"Preparation for Intensity Modulated Radiation Therapy, with Technical Support"
SC42,Preparation for Total Body Irradiation
SC43,"Preparation for Total Body Irradiation, with Technical Support"
SC44,Preparation for Hemi Body Irradiation
SC45,Preparation for Simple Radiotherapy with Imaging and Dosimetry
SC46,"Preparation for Simple Radiotherapy with Imaging and Dosimetry, with Technical Support"
SC47,Preparation for Simple Radiotherapy with Imaging and Simple Calculation
SC48,"Preparation for Simple Radiotherapy with Imaging and Simple Calculation, with Technical Support"
SC49,Preparation for Superficial Radiotherapy with Simple Calculation
SC50,"Preparation for Superficial Radiotherapy with Simple Calculation, with Technical Support"
SC51,Preparation for Complex Conformal Radiotherapy
SC52,"Preparation for Complex Conformal Radiotherapy, with Technical Support"
SC53,Preparation for Intraluminal Brachytherapy
SC54,Preparation for Intracavitary Brachytherapy
SC55,Preparation for Interstitial Brachytherapy
SC56,Other External Beam Radiotherapy Preparation
SC57,Other Brachytherapy Preparation
SC97,Same Day External Beam Radiotherapy Admission or Attendance
SD01,Inpatient Specialist Palliative Care
SD02,"Inpatient Specialist Palliative Care, Same Day"
SD03,Hospital Specialist Palliative Care Support
SD04,Medical Specialist Palliative Care Attendance
SD05,Non-Medical Specialist Palliative Care Attendance
UZ01,Invalid Primary Diagnosis: 1. Primary Diagnosis doesn't exist or 2. Primary Diagnosis Blank or 3. Diagnosis can't be used at primary position
UZ02,Poorly Coded Primary Diagnosis: Diagnosis exists and valid at primary position. But they are so unspecific and the resource use can't be defined.
UZ03,Age Conflicting with Diagnosis
UZ04,Diagnosis conflicting with anatomical sites: The anatomical site specified at the 5th digit level conflicts with the diagnosis in the record.
UZ05,Invalid procedure for Casemix grouping purposes
UZ06,Poorly coded procedure for Casemix grouping purposes
UZ14,Renal (NRD) Error
VA10,Multiple Trauma with No Interventions
VA11,Multiple Trauma with Interventions score 1-8
VA12,Multiple Trauma with Interventions score 9-18
VA13,Multiple Trauma with Interventions score 19-29
VA14,Multiple Trauma with Interventions score 30-44
VA15,Multiple Trauma with Interventions score >=45
VB01,"Emergency Medicine, Any Investigation with Category 5 Treatment"
VB02,"Emergency Medicine, Category 3 Investigation with Category 4 Treatment"
VB03,"Emergency Medicine, Category 3 Investigation with Category 1-3 Treatment"
VB04,"Emergency Medicine, Category 2 Investigation with Category 4 Treatment"
VB05,"Emergency Medicine, Category 2 Investigation with Category 3 Treatment"
VB06,"Emergency Medicine, Category 1 Investigation with Category 3-4 Treatment"
VB07,"Emergency Medicine, Category 2 Investigation with Category 2 Treatment"
VB08,"Emergency Medicine, Category 2 Investigation with Category 1 Treatment"
VB09,"Emergency Medicine, Category 1 Investigation with Category 1-2 Treatment"
VB10,"Emergency Medicine, Dental Care"
VB11,"Emergency Medicine, No Investigation with No Significant Treatment"
VB99,"Emergency Medicine, Patient Dead On Arrival"
VC01,"Assessment for Rehabilitation, Unidisciplinary"
VC02,"Assessment for Rehabilitation, Multidisciplinary, Non-Specialist"
VC03,"Assessment for Rehabilitation, Multidisciplinary, Specialist"
VC04,Rehabilitation for Stroke
VC06,Rehabilitation for Brain Injuries
VC08,Rehabilitation for Spinal Cord Injuries
VC10,Rehabilitation for Pain Syndromes
VC12,Rehabilitation for Other Neurological Disorders
VC14,Rehabilitation for Amputation of Limb
VC16,Rehabilitation for Hip Fracture
VC18,Rehabilitation for Joint Replacement
VC20,Rehabilitation for Inflammatory Arthritis
VC22,Rehabilitation for Non-Inflammatory Arthritis
VC24,Rehabilitation for Other Musculoskeletal Disorders
VC26,Rehabilitation for Drug and Alcohol Addiction
VC28,Rehabilitation for Other Psychiatric Disorders
VC30,Rehabilitation for Burns
VC32,Rehabilitation following Head and Neck Reconstructive Surgery
VC34,Rehabilitation following Other Reconstructive Surgery
VC36,Rehabilitation for Other Trauma
VC38,Rehabilitation for Acute Myocardial Infarction and Other Cardiac Disorders
VC40,Rehabilitation for Respiratory Disorders
VC42,Rehabilitation for Other Disorders
WA01,Manifestations of HIV or AIDS
WA02,Disorders of Immunity without HIV or AIDS
WA03,Septicaemia
WA04,Acute Febrile Illness
WA05,Pyrexia of Unknown Origin
WA06,Other Viral Illness
WA07,Complex Infectious Diseases
WA08,Malaria
WA09,Other Non-Viral Infection
WA10,Other Infections (Genito-Urinary Medicine)
WA11,"Poisoning, Toxic, Environmental and Unspecified Effects"
WA12,Complications of Procedures
WA14,Procedure Not Carried Out
WA15,Respite Care
WA16,Shock and Anaphylaxis
WA17,Other Admissions Related to Neoplasms
WA18,Admission for Unexplained Symptoms
WA19,Abnormal Findings without Diagnosis
WA20,"Examination, Follow-up or Special Screening"
WA21,Other Procedures or Health Care Problems
WA22,Other Specified Admissions or Counselling
WA23,Falls without Specific Cause
WA24,Procedures on the Lymphatic System
WA99,Enables direct mapping to WA14B
WD11,"All patients 70 years and older with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WD22,"All patients between 19 and 69 years with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WD33,"All patients 18 years and younger with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider, NEC"
WF01,Non-Admitted Unidisciplinary Attendance
WF02,Non-Admitted Multiprofessional Attendance
XA06,"Neonatal Critical Care, Transportation"
XB08,"Paediatric Critical Care, Transportation"
XD01,"Pulmonary Arterial Hypertension Drugs, Band 1"
XD02,"Pulmonary Arterial Hypertension Drugs, Band 2"
XD03,"Pulmonary Arterial Hypertension Drugs, Band 3"
XD04,"Pulmonary Arterial Hypertension Drugs, Band 4"
XD05,"Blood Products, Band 1"
XD06,"Blood Products, Band 2"
XD07,"Fibrinolytic Drugs, Band 1"
XD08,"Medical Gases, Band 1"
XD09,"Torsion Dystonias and Other Involuntary Movements Drugs, Band 1"
XD10,"Amyotrophic Lateral Sclerosis Drugs, Band 1"
XD11,"Anti Fungal Drugs, Band 1"
XD12,"Anti Fungal Drugs, Band 2"
XD13,"Hepatitis B Treatment Drugs, Band 1"
XD14,"Respiratory Syncytial Virus Treatment and Hepatitis C Treatment Drugs, Band 1"
XD15,"Respiratory Syncytial Virus Prevention Drugs, Band 1"
XD16,"Growth Hormone Receptor Antagonist Drugs, Band 1"
XD17,"Growth Hormone Analogue Drugs, Band 1"
XD18,"Bone Metabolism Drugs, Band 1"
XD19,"Monoclonal Antibodies, Band 1"
XD20,"Monoclonal Antibodies, Band 2"
XD21,"Immunomodulating Drugs, Band 1"
XD22,"Somatostatin Analogues, Band 1"
XD23,"Hypoplastic Haemolytic and Renal Anaemia Drugs, Band 1"
XD24,"Hypoplastic Haemolytic and Renal Anaemia Drugs, Band 2"
XD25,"Neutropenia Drugs, Band 1"
XD26,"Intravenous Nutrition, Band 1"
XD27,"Metabolic Disorder Drugs, Band 1"
XD28,"Metabolic Disorder Drugs, Band 2"
XD29,"Metabolic Disorder Drugs, Band 3"
XD30,"Metabolic Disorder Drugs, Band 4"
XD31,"Cytokine Inhibitor Drugs, Band 1"
XD32,"Hyperuricaemia Drugs, Band 1"
XD33,"Immune Response Drugs, Band 1"
XD34,"Immunoglobulins, Band 1"
XD37,"Pulmonary Surfactant Drugs, Band 1"
XD38,"Antiretroviral Drugs, Band 1"
XD39,"Mucolytic Drugs, Band 1"
XD40,"Hypnotic Drugs, Band 1"
XD41,"Analgesic Drugs, Band 1"
XD42,"Cytomegalovirus Drugs, Band 1"
XD43,"Platelet Disorder Drugs, Band 1"
XD44,"Protein Tyrosine Kinase Inhibitors, Band 1"
XD45,"Bone Morphogenetic Proteins, Band 1"
XD46,"Subfoveal Choroidal Neovascularisation Drugs, Band 1"
XD47,"Neurodegenerative Condition Drugs, Band 1"
XD48,"Vasopressin Antagonist Drugs, Band 1"
XD49,"Allergic Emergency Drugs, Band 1"
XD50,"Myelodysplastic Syndrome Drugs, Band 1"
XD51,"Allergen Immunotherapy Drugs, Band 1"
XD52,"Poison Management Drugs, Band 1"
XD53,"Neuromuscular Disorder Drugs, Band 1"
XD54,"Soft Tissue Disorder Drugs, Band 1"
XD55,"Macular Oedema Drugs, Band 1"
XD56,"Retinal Disorder Drugs, Band 1"
XD57,"Skin Condition Drugs, Band 1"
XD58,"Antibacterial Drugs, Band 1"
XD90,"Cancer Hormonal Treatment Drugs, Band 1"
XD91,"Cancer Supportive Drugs, Band 1"
