hrg_root,hrg_root_description
PA36,Endocrine Disorders (excluding Diabetes Mellitus)
PA37,Diabetes Mellitus
PA38,Renal Disease with Renal Failure with CC
PA39,Renal Diseases
PA40,Acute Lymphoblastic Leukaemia with length of stay 1 day or more with CC
PA41,Other Haematological Malignancies with length of stay 1 day or more
PA42,Brain Tumours with length of stay 1 day or more
PA43,Other Neoplasms with length of stay 1 day or more with CC
PA44,Neoplasm diagnoses with length of stay 0 days
PA45,Febrile Neutropenia with Malignancy
PA46,Thalassaemia
PA47,Sickle-cell Anaemia with Crisis
PA48,Blood Cell Disorders with CC
PA49,Coagulation Disorders
PA50,Ingestion Poisoning or Allergies
PA51,Child Safeguarding (welfare and protection)
PA52,Behavioural Disorders
PA53,Eating Disorders
PA54,Convalescent or other relief care
PA55,Respite Care
PA56,Admission for unexplained symptoms with CC
PA57,"Examination, follow-up, special screening and other admissions with length of stay 1 day or more"
PA58,"Examination, follow-up, special screening and other admissions with length of stay 0 days"
PA59,Major Congenital Conditions with CC
PA60,Other Congenital Conditions with CC
PB01,Major Neonatal Diagnoses
PB02,Minor Neonatal Diagnoses
PB03,Healthy Baby
QZ01,Aortic or Abdominal Surgery with CC
QZ02,Lower Limb Arterial Surgery with CC
QZ03,Bypasses to Tibial Arteries
QZ04,Extracranial or Upper Limb Arterial Surgery
QZ05,Miscellaneous Vascular Procedures with CC
QZ06,Varicose Veins with Ulcer or with CC
QZ07,Redo Bilateral Varicose Vein Procedures without CC
QZ08,Redo Unilateral Varicose Vein Procedures without CC
QZ09,Primary Bilateral Varicose Vein Procedures without CC
QZ10,Primary Unilateral Varicose Vein Procedures without CC
QZ11,Amputations with Major CC
QZ12,"Foot Procedures for Diabetes or Arterial Disease, and Procedures to Amputation Stumps"
QZ13,Vascular Access for Renal Replacement Therapy with CC
QZ14,Vascular Access except for Renal Replacement Therapy with CC
QZ15,Therapeutic Endovascular Procedures with Major CC
QZ16,Diagnostic Vascular Radiology and other transluminal Procedures with Major CC
QZ17,Non-Surgical Peripheral Vascular Disease with Major CC
QZ18,Procedures on the Lymphatic System
QZ19,Blood vessel injury with no significant procedure
RA01,"Magnetic Resonance Imaging Scan, one area, no contrast"
RA02,"Magnetic Resonance Imaging Scan, one area, post contrast only"
RA03,"Magnetic Resonance Imaging Scan, one area, pre and post contrast"
RA04,"Magnetic Resonance Imaging Scan, two - three areas, no contrast"
RA05,"Magnetic Resonance Imaging Scan, two - three areas, with contrast"
RA06,"Magnetic Resonance Imaging Scan, more than three areas"
RA07,"Magnetic Resonance Imaging Scan, requiring extensive patient repositioning and/or more than one contrast agent"
RA08,"Computerised Tomography Scan, one area, no contrast"
RA09,"Computerised Tomography Scan, one area with post contrast only"
RA10,"Computerised Tomography Scan, one area, pre and post contrast"
RA11,"Computerised Tomography Scan, two areas without contrast"
RA12,"Computerised Tomography Scan, two areas with contrast"
RA13,"Computerised Tomography Scan, three areas with contrast"
RA14,"Computerised Tomography Scan, more than three areas"
RA15,Dexa Scan
RA16,Contrast Fluoroscopy Procedures less than 20 mins
RA17,Contrast fluoroscopy Procedures 20 - 40 minutes
RA18,Contrast fluoroscopy Procedures more than 40 minutes
RA19,Mobile / Intraoperative Contrast Fluoroscopy Procedures less than 20 minutes
RA20,Mobile / Intraoperative Contrast Fluoroscopy Procedures 20 - 40 minutes
RA21,Mobile / Intraoperative Contrast Fluoroscopy Procedures more than 40 minutes
RA23,Ultrasound Scan less than 20 minutes
RA24,Ultrasound Scan more than 20 minutes
RA25,Ultrasound Mobile Scan / Intraoperative Procedures less than 20 minutes
RA26,Ultrasound Mobile Scan / Intraoperative Procedures 20 to 40 minutes
RA27,Ultrasound Mobile Scan / Intraoperative Procedures more than 40 minutes
RA35,Nuclear Medicine - category 1
RA36,Nuclear Medicine - category 2
RA37,Nuclear Medicine - category 3
RA38,Nuclear Medicine - category 4
RA39,Nuclear Medicine - category 5
RA50,"Computerised Tomography Scan, three areas without contrast"
SA01,Aplastic Anaemia with Major CC
SA02,Coagulation Defect with CC
SA03,Haemolytic Anaemia with CC
SA04,Iron Deficiency Anaemia with Major CC
SA05,Megaloblastic Anaemia with CC
SA06,Myelodysplastic Syndrome with CC
SA07,Myeloproliferative Disorder with CC
SA08,Other Haematological or Splenic Disorders with Major CC
SA09,Other Red Blood Cell Disorders with Major CC
SA10,Sickle Cell Anaemia with CC
SA11,Thalassaemia
SA12,Thrombocytopenia with CC
SA13,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange"
SA14,Plasma Exchanges 2 to 9
SA15,Plasma Exchanges 10 to 19
SA16,Plasma Exchanges 20 or more
SA17,Malignant Disorders of Lymphatic/Haematological Systems with Major CC
SA18,Bone Marrow or Stem Cell Harvest
SA19,Bone Marrow Transplant - Autograft 19 years and over
SA20,Bone Marrow Transplant - Allogeneic Graft (Sibling) 19 years and over
SA21,Bone Marrow Transplant - Allogeneic Graft (Volunteer Unrelated Donor) 19 years and over
SA22,Bone Marrow Transplant - Allogeneic Graft (Cord Blood) 19 years and over
SA23,Bone Marrow Transplant - Allogeneic Graft (Haplo-Identical) 19 years and over
SA24,Acute Lymphoblastic Leukaemia with Major CC
SA25,Acute Myeloid Leukaemia with Major CC
SA26,Peripheral Blood Stem Cell Transplant - Autologous
SA27,Peripheral Blood Stem Cell Transplant - Syngeneic
SA28,Peripheral Blood Stem Cell Transplant - Allogeneic
SB01,Procure Chemotherapy drugs for regimens in Band 1
SB02,Procure Chemotherapy drugs for regimens in Band 2
SB03,Procure Chemotherapy drugs for regimens in Band 3
SB04,Procure Chemotherapy drugs for regimens in Band 4
SB05,Procure Chemotherapy drugs for regimens in Band 5
SB06,Procure Chemotherapy drugs for regimens in Band 6
SB07,Procure Chemotherapy drugs for regimens in Band 7
SB08,Procure Chemotherapy drugs for regimens in Band 8
SB09,Procure Chemotherapy drugs for regimens in Band 9
SB10,Procure Chemotherapy drugs for regimens in Band 10
SB11,Deliver exclusively Oral Chemotherapy
SB12,Deliver simple Parenteral Chemotherapy at first attendance
SB13,Deliver more complex Parenteral Chemotherapy at first attendance
SB14,"Deliver complex Chemotherapy, including prolonged infusional treatment at first attendance"
SB15,Deliver subsequent elements of a Chemotherapy cycle
SC01,"Define volume for SXR, DXR, electron or Megavoltage Radiotherapy without imaging and with simple calculation"
SC02,"Define volume for simple Radiation Therapy with imaging (Simulator, CT scanner etc) but with simple calculation and without Dosimetry"
SC03,Define volume for simple Radiation Therapy with imaging and Dosimetry
SC04,Define volume for multiple phases of complex Radiation Therapy with imaging and Dosimetry
SC05,"Define volume for Radiation Therapy with imaging, Dosimetry and technical support e.g. mould room"
SC06,Define volume for Radiation Therapy with imaging and Intensity-modulated Radiation Therapy Dosimetry or equivalent
SC07,Prepare for Total Body Irradiation
SC08,Prepare for Intracavitary Radiotherapy
SC09,Prepare for Interstitial Radiotherapy
SC10,Other Radiotherapy Planning
SC21,Deliver a fraction of treatment on a superficial or orthovoltage machine
SC22,Deliver a fraction of treatment on a megavoltage machine
SC23,Deliver a fraction of complex treatment on a megavoltage machine
SC24,Deliver a fraction of Radiotherapy on a megavoltage machine using General Anaesthetic
SC25,Deliver a fraction of Total Body Irradiation
SC26,Deliver a fraction of Intracavitary Radiotherapy without General Anaesthetic
SC27,Deliver a fraction of Intracavitary Radiotherapy with General Anaesthetic
SC28,Deliver a fraction of Interstitial Radiotherapy
SC29,Other Radiotherapy Treatment
SD01,Inpatient Specialist Palliative Care
SD02,Inpatient Specialist Palliative Care Same Day
SD03,Hospital Specialist Palliative Care Support
SD04,Medical Specialist Palliative Care Attendance
SD05,Non-Medical Specialist Palliative Care Attendance
UZ01,Invalid Primary Diagnosis: 1. Primary Diagnosis doesn't exist or 2. Primary Diagnosis Blank or 3. Diagnosis can't be used at primary position
UZ02,Poorly Coded Primary Diagnosis: Diagnosis exists and valid at primary position. But they are so unspecific and the resource use can't be defined.
UZ03,Age Conflicting with Diagnosis
UZ04,Diagnosis conflicting with anatomical sites: The anatomical site specified at the 5th digit level conflicts with the diagnosis in the record.
UZ05,Invalid Primary Procedures: Procedure doesn't exist or can't be used at primary position.
UZ06,"Poorly Coded Primary Procedures: Procedure exists and valid at primary position, but too vague to determine the resource use."
UZ11,NCC Error code
UZ12,PCC Error Code
UZ13,Adult Critical Care Error
VA01,Craniotomy for Multiple Significant Trauma with Major Non-Traumatic CC
VA02,Craniotomy for Multiple Significant Trauma
VA03,Procedures for Multiple Significant Trauma (excl. Craniotomy) with Major Non-Traumatic CC
VA04,"Spine, Hip, Femur or Limb Procedures for Multiple Significant Trauma"
VA05,Other Procedures for Multiple Significant Trauma
VA06,Diagnoses of Multiple Significant Trauma with Major Non-Traumatic CC
VA07,"Head, Chest and Lower Limb Diagnoses of Multiple Significant Trauma"
VA08,Other Diagnoses of Multiple Significant Trauma
VB01,Any investigation with category 5 treatment
VB02,Category 3 investigation with category 4 treatment
VB03,Category 3 investigation with category 1-3 treatment
VB04,Category 2 investigation with category 4 treatment
VB05,Category 2 investigation with category 3 treatment
VB06,Category 1 investigation with category 3-4 treatment
VB07,Category 2 investigation with category 2 treatment
VB08,Category 2 investigation with category 1 treatment
VB09,Category 1 investigation with category 1-2 treatment
VB10,Dental Care
VB11,No investigation with no significant treatment
VC01,Assessment for Rehabilitation (unidisciplinary)
VC02,Assessment for Rehabilitation (multidisciplinary; non-specialist)
VC03,Assessment for Rehabilitation (multidisciplinary; specialist)
VC04,Rehabilitation for stroke (without treatment episode)
VC06,Rehabilitation for brain injuries (without treatment episode)
VC08,Rehabilitation for Spinal Cord injuries (without treatment episode)
VC10,Rehabilitation for pain syndromes (without treatment episode)
VC12,Rehabilitation for other Neurological disorders (without treatment episode)
VC14,Rehabilitation for amputation of limb (without treatment episode)
VC16,Rehabilitation for hip fracture (without treatment episode)
VC18,Rehabilitation for joint replacement (without treatment episode)
VC20,Rehabilitation for Inflammatory Arthritis (without treatment episode)
VC22,Rehabilitation for Non-inflammatory Arthritis (without treatment episode)
VC24,Rehabilitation for other Musculoskeletal disorders (without treatment episode)
VC26,Rehabilitation for drug and alcohol addiction (without treatment episode)
VC28,Rehabilitation for other Psychiatric disorders (without treatment episode)
VC30,Rehabilitation for burns (without treatment episode)
VC32,Rehabilitation following head & neck reconstructive surgery (without treatment episode)
VC34,Rehabilitation following other reconstructive surgery (without treatment episode)
VC36,Rehabilitation for other trauma (without treatment episode)
VC38,Rehabilitation for acute myocardial infarction and other cardiac disorders (without treatment episode)
VC40,Rehabilitation for Respiratory disorders (without treatment episode)
VC42,Rehabilitation for other disorders (without treatment episode)
VD01,High Cost Imaging (died/admitted)
VD02,High Cost Imaging (referred/discharged)
VD03,Other High Cost Investigation (died/admitted)
VD04,Other High Cost Investigation (referred/discharged)
VD05,Lower Cost Investigation (died/admitted)
VD06,Lower Cost Investigation (referred/discharged)
VD07,No Investigation (died/admitted)
VD08,No Investigation (referred/discharged)
WA01,Manifestations of HIV/AIDS with CC
WA02,Disorders of immunity without HIV/AIDS with CC
WA03,Septicaemia with Major CC
WA04,Acute Febrile illness length of stay 4 days or less with Major CC
WA05,Pyrexia of unknown origin with length of stay 5 days or more with CC
WA06,Other Viral illness with CC
WA07,Complex infectious diseases
WA08,Malaria
WA09,Other non-viral infection with CC
WA10,Other non-viral infections (Genito Urinary Medicine)
WA11,"Poisoning, toxic, environmental and unspecified effects with Major CC"
WA12,Complications of Procedures with Major CC
WA13,Convalescent or other relief care with Major CC
WA14,Planned Procedures not carried out
WA15,Respite care length of stay 9 days or more with Major CC
WA16,Shock and Anaphylaxis with CC
WA17,Other admissions related to neoplasms with Major CC
WA18,Admission for unexplained symptoms with Major CC
WA19,Abnormal findings without diagnosis with CC
WA20,"Examination, follow up and special screening with CC"
WA21,Other Procedures and health care problems with CC
WA22,Other specified admissions and counselling with Major CC
WA23,Falls without specific cause with Major CC
WD11,All Patients older than 69 years with a Mental Health Primary Diagnosis [treated by a Non-Specialist Mental Health Service Provider]
WD22,All Patients older than 19 years and younger than 69 years with a Mental Health Primary Diagnosis [treated by a Non-Specialist Mental Health Service Provider]
WD33,Patients younger than 19 years with a Mental Health Primary Diagnosis [treated by a Non-Specialist Mental Health Service Provider] NEC
WF01,Non-Admitted Face to Face Attendance - Follow-up
WF02,Multiprofessional Non-Admitted Face to Face Attendance - Follow-up
XA06,Neonatal Critical Care Transportation
XB08,Paediatric Critical Care Transportation
XC01,Adult Critical Care - 6 Organs Supported
XC02,Adult Critical Care - 5 Organs Supported
XC03,Adult Critical Care - 4 Organs Supported
XC04,Adult Critical Care - 3 Organs Supported
XC05,Adult Critical Care - 2 Organs Supported
XC06,Adult Critical Care - 1 Organs Supported
XC07,Adult Critical Care - 0 Organs Supported
XD01,Primary Pulmonary Hypertension drugs band 1
XD02,Primary Pulmonary Hypertension drugs band 2
XD03,Primary Pulmonary Hypertension drugs band 3
XD04,Primary Pulmonary Hypertension drugs band 4
XD05,Blood products band 1
XD06,Blood products band 2
XD07,Fibrinolytic drugs band 1
XD08,Medical Gases band 1
XD09,Torsion Dystonias and other involuntary movements drugs band 1
XD10,Amyotrophic Lateral Sclerosis drugs band 1
XD11,Anti Fungal Drugs band 1
XD12,Anti Fungal drugs band 2
XD13,Hepatitis B treatment drugs band 1
XD14,Respiratory Syncytial Virus treatment and Hepatitis C treatment drugs band 1
XD15,Respiratory Syncytial Virus Prevention drugs band 1
XD16,Growth Hormone Receptor Antagonist drugs band 1
XD17,Growth Hormone Analogue drugs band 1
XD18,Bone Metabolism drugs band 1
XD19,Monoclonal Antibodies band 1
XD20,Monoclonal Antibodies band 2
XD21,Immunomodulating drugs band 1
XD22,Somatostatin Analogues band 1
XD23,Hypoplastic Haemolytic and Renal Anaemia drugs band 1
XD24,Hypoplastic Haemolytic and Renal Anaemia drugs band 2
XD25,Neutropenia drugs band 1
XD26,Intravenous Nutrition band 1
XD27,Metabolic Disorder drugs band 1
XD28,Metabolic Disorder drugs band 2
XD29,Metabolic Disorder drugs band 3
XD30,Metabolic Disorder drugs band 4
XD31,Cytokine Inhibitor drugs band 1
XD32,Hyperuricaemia drugs band 1
XD33,Immune Response drugs band 1
XD34,Immunoglobulins band 1
XD35,Other specified high cost drugs
XD36,Unspecified high cost drugs
XD37,Pulmonary surfactant drugs Band 1
XD38,Antiviral drugs Band 1
ZZ01,No core HRG as all information grouped to an unbundled HRG
