hrg_root,hrg_root_description
LB58,Penile Disorders
LB59,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)"
LB60,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures"
LB61,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over"
LB62,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over"
LB63,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under"
LB64,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over"
LB65,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over"
LB66,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under"
LB67,Complex Open Bladder Procedures
LB68,Complex Endoscopic Bladder Procedures
LB69,"Major Robotic, Prostate or Bladder Neck Procedures (Male)"
LB70,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female)"
LB71,Total Pelvic Exenteration
LB72,Diagnostic Flexible Cystoscopy
LB73,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence
LB74,Implantation of Penile Prosthesis
LB75,Percutaneous Nephrolithotomy
LB76,Transrectal Ultrasound Guided Biopsy of Prostate
LB77,Transperineal Template Biopsy of Prostate
LB78,Minor Prostate or Bladder Neck Procedures (Male)
LB79,Insertion of Neurostimulator for Treatment of Urinary Incontinence
LB80,Insertion of Neurostimulator Electrodes for Treatment of Urinary Incontinence
LD01,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter"
LD02,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft"
LD03,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus"
LD04,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus"
LD05,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter"
LD06,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft"
LD07,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus"
LD08,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus"
LD09,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter"
LD10,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft"
LD11,Continuous Ambulatory Peritoneal Dialysis
LD12,Automated Peritoneal Dialysis
LD13,Assisted Automated Peritoneal Dialysis
LE01,Haemodialysis for Acute Kidney Injury
LE02,Peritoneal Dialysis for Acute Kidney Injury
MA01,"Complex Open, Upper or Lower Genital Tract Procedures"
MA02,"Very Major Open, Upper or Lower Genital Tract Procedures"
MA03,Major Open Lower Genital Tract Procedures
MA04,Intermediate Open Lower Genital Tract Procedures
MA06,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy"
MA07,Major Open Upper Genital Tract Procedures
MA08,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA09,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA10,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA11,Intermediate Open Upper Genital Tract Procedures
MA12,Resection or Ablation Procedures for Intrauterine Lesions
MA17,"Dilation and Evacuation, 20 weeks gestation and less"
MA18,"Medical Termination of Pregnancy, 20 weeks gestation and less"
MA19,"Vacuum Aspiration with Cannula, 20 weeks gestation and less"
MA20,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation"
MA22,Minor Lower Genital Tract Procedures
MA23,Minimal Lower Genital Tract Procedures
MA24,Minor Upper Genital Tract Procedures
MA25,Minimal Upper Genital Tract Procedures
MA26,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy"
MA27,"Minor, Upper or Lower Genital Tract Procedures for Malignancy"
MA28,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA29,Major Female Pelvic Peritoneum Adhesion Procedures
MA30,Intermediate Female Pelvic Peritoneum Adhesion Procedures
MA31,Diagnostic Hysteroscopy
MA32,Diagnostic Hysteroscopy with Biopsy
MA33,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device
MA34,Diagnostic Hysteroscopy with Implantation of Intrauterine Device
MA35,Implantation of Intrauterine Device
MA36,Transvaginal Ultrasound
MA37,Transvaginal Ultrasound with Biopsy
MA38,Diagnostic Colposcopy
MA39,Diagnostic Colposcopy with Biopsy
MA40,Therapeutic Colposcopy
MB05,Malignant Gynaecological Disorders
MB08,Threatened or Spontaneous Miscarriage
MB09,Non-Malignant Gynaecological Disorders
MC06,Collection of Sperm
MC07,Intrauterine Insemination with Superovulation
MC08,"Intrauterine Insemination with Superovulation, with Donor"
MC09,Intrauterine Insemination without Superovulation
MC10,"Intrauterine Insemination without Superovulation, with Donor"
MC11,Implantation of Embryo
MC12,Oocyte Recovery
MC13,Donor Oocyte Recovery
MC14,Oocyte Recovery with Intracytoplasmic Sperm Injection
MC15,Oocyte Recovery with Pre-Implantation Genetic Diagnosis
NZ16,Ante-Natal Routine Observation
NZ17,"Ante-Natal False Labour, including Premature Rupture of Membranes"
NZ18,Ante-Natal Complex Disorders
NZ19,Ante-Natal Major Disorders
NZ20,Ante-Natal Other Disorders
NZ21,Ante-Natal Standard Ultrasound Scan
NZ22,Ante-Natal Specialised Ultrasound Scan
NZ24,"Ante-Natal Therapeutic Procedures, including Induction"
NZ25,Labour without Specified Delivery
NZ26,Post-Natal Disorders
NZ27,Post-Natal Therapeutic Procedures
NZ30,Normal Delivery
NZ31,"Normal Delivery, with Epidural or Induction"
NZ32,"Normal Delivery, with Epidural and Induction, or with Post-Partum Surgical Intervention"
NZ33,"Normal Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention"
NZ34,"Normal Delivery, with Epidural, Induction and Post-Partum Surgical Intervention"
NZ40,Assisted Delivery
NZ41,"Assisted Delivery, with Epidural or Induction"
NZ42,"Assisted Delivery, with Epidural and Induction, or with Post-Partum Surgical Intervention"
NZ43,"Assisted Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention"
NZ44,"Assisted Delivery, with Epidural, Induction and Post-Partum Surgical Intervention"
NZ50,Planned Caesarean Section
NZ51,Emergency Caesarean Section
NZ71,Specialised Fetal Therapeutic Procedures
NZ72,Specialised Fetal Invasive Diagnostic Procedures
NZ73,Fetal Ultrasound or Other Related Fetal Interventions
PB03,Healthy Baby
PB04,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital"
PB05,"Neonatal Diagnoses, Admitted from Other Hospital Provider"
PB06,"Neonatal Diagnoses, Admitted from Home"
PC63,"Paediatric, Head, Neck or Ear Disorders"
PD11,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold"
PD12,"Paediatric, Asthma or Wheezing"
PD13,Paediatric Cystic Fibrosis
PD14,Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis
PD15,Paediatric Acute Bronchiolitis
PD65,Paediatric Upper Respiratory Tract Disorders
PE23,Paediatric Cardiac Conditions
PE24,"Paediatric, Arrhythmia or Conduction Disorders"
PE62,"Paediatric, Syncope and Collapse"
PF21,"Paediatric, Infectious or Non-Infectious Gastroenteritis"
PF25,Paediatric Major Gastrointestinal Disorders
PF26,Paediatric Other Gastrointestinal Disorders
PF27,Paediatric Inflammatory Bowel Disease
PF28,"Paediatric, Feeding Difficulties or Vomiting"
PG71,"Paediatric, Hepatobiliary or Pancreatic Disorders"
PH34,"Paediatric, Musculoskeletal or Connective Tissue Disorders"
PJ35,Paediatric Skin Disorders
PJ66,"Paediatric, Rash or Other Non-Specific Skin Eruption"
PK36,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus"
PK67,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma"
PK68,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma"
PK72,Paediatric Metabolic Disorders
PL38,Paediatric Renal Disease with Renal Failure
PL69,"Paediatric, Nephritic or Nephrotic Renal Diseases"
PL70,Paediatric Other Renal Diseases
PM40,Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more
PM41,Paediatric Other Haematological Malignancies with length of stay 1 day or more
PM42,Paediatric Brain Tumours with length of stay 1 day or more
PM43,Paediatric Other Neoplasms with length of stay 1 day or more
PM44,Paediatric Neoplasm Diagnoses with length of stay 0 days
PM45,Paediatric Febrile Neutropenia with Malignancy
PN46,Paediatric Thalassaemia
PN47,Paediatric Sickle-Cell Anaemia with Crisis
PN48,Paediatric Blood Cell Disorders
PN49,Paediatric Coagulation Disorders
PP64,Paediatric Non-Surgical Ophthalmology
PQ01,Paediatric Disorders of Immunity
PR01,Paediatric Nervous System Disorders
PR02,Paediatric Epilepsy Syndrome
PR03,Paediatric Febrile Convulsions
PR04,"Paediatric, Headaches or Migraines"
PR05,Paediatric Developmental Disorders
PR06,Paediatric Intracranial Injury
PR07,Paediatric Non-Intracranial Head Injury
PT52,Paediatric Behavioural Disorders
PT53,Paediatric Eating Disorders
PV08,Paediatric Intermediate Injury without Intracranial Injury
PV31,Paediatric Major Injury without Intracranial Injury
PV32,Paediatric Minor Injury without Intracranial Injury
PW01,Paediatric Minor Infections
PW16,Paediatric Major Infections
PW17,Paediatric Intermediate Infections
PW20,Paediatric Fever of Unknown Origin
PX01,Paediatric Congenital Nervous System Conditions
PX02,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions"
PX03,Paediatric Congenital Respiratory Tract Conditions
PX04,Paediatric Congenital Spinal Conditions
PX05,Paediatric Congenital Other Musculoskeletal Conditions
PX06,Paediatric Congenital Skin Conditions
PX07,Paediatric Congenital Renal Conditions
PX08,"Paediatric Congenital, Urological or Male Reproductive System Conditions"
PX09,Paediatric Congenital Mental Health Conditions
PX10,Paediatric Congenital Other Conditions
PX22,Paediatric Chest Pain
PX29,Paediatric Abdominal Pain
PX30,Paediatric Faltering Growth (Failure to Thrive)
PX50,"Paediatric, Ingestion Poisoning or Allergies"
PX51,Paediatric Child Safeguarding (Welfare and Protection)
PX54,"Paediatric, Convalescent or Other Relief Care"
PX55,Paediatric Respite Care
PX56,Paediatric Admission for Unexplained Symptoms
PX57,"Paediatric, Examination, Follow-up, Special Screening or Other Admissions"
RD01,"Magnetic Resonance Imaging Scan of One Area, without Contrast"
RD02,"Magnetic Resonance Imaging Scan of One Area, with Post-Contrast Only"
RD03,"Magnetic Resonance Imaging Scan of One Area, with Pre- and Post-Contrast"
RD04,"Magnetic Resonance Imaging Scan of Two or Three Areas, without Contrast"
RD05,"Magnetic Resonance Imaging Scan of Two or Three Areas, with Contrast"
RD06,Magnetic Resonance Imaging Scan of more than Three Areas
RD07,Magnetic Resonance Imaging Scan Requiring Extensive Patient Repositioning
RD08,Cardiac Magnetic Resonance Imaging Scan without Contrast
RD09,Cardiac Magnetic Resonance Imaging Scan with Post-Contrast Only
RD10,Cardiac Magnetic Resonance Imaging Scan with Pre- and Post-Contrast
RD20,"Computerised Tomography Scan of One Area, without Contrast"
RD21,"Computerised Tomography Scan of One Area, with Post-Contrast Only"
RD22,"Computerised Tomography Scan of One Area, with Pre- and Post-Contrast"
RD23,"Computerised Tomography Scan of Two Areas, without Contrast"
RD24,"Computerised Tomography Scan of Two Areas, with Contrast"
RD25,"Computerised Tomography Scan of Three Areas, without Contrast"
RD26,"Computerised Tomography Scan of Three Areas, with Contrast"
RD27,Computerised Tomography Scan of more than Three Areas
RD28,Complex Computerised Tomography Scan
RD30,Contrast Fluoroscopy Procedures with duration of less than 20 minutes
RD31,Contrast Fluoroscopy Procedures with duration of 20 to 40 minutes
RD32,Contrast Fluoroscopy Procedures with duration of more than 40 minutes
RD33,"Contrast Fluoroscopy, Mobile or Intraoperative Procedures, with duration of less than 20 minutes"
RD34,"Contrast Fluoroscopy, Mobile or Intraoperative Procedures, with duration of 20 to 40 minutes"
RD35,"Contrast Fluoroscopy, Mobile or Intraoperative Procedures, with duration of more than 40 minutes"
RD40,"Ultrasound Scan with duration of less than 20 minutes, without Contrast"
RD41,"Ultrasound Scan with duration of less than 20 minutes, with Contrast"
RD42,"Ultrasound Scan with duration of 20 minutes and over, without Contrast"
RD43,"Ultrasound Scan with duration of 20 minutes and over, with Contrast"
RD44,"Ultrasound Scan, Mobile or Intraoperative Procedures, with duration of less than 20 minutes"
RD45,"Ultrasound Scan, Mobile or Intraoperative Procedures, with duration of 20 to 40 minutes"
RD46,"Ultrasound Scan, Mobile or Intraoperative Procedures, with duration of more than 40 minutes"
RD47,Vascular Ultrasound Scan
RD48,Ultrasound Elastography
RD50,Dexa Scan
RD51,Simple Echocardiogram
RN01,Positron Emission Tomography with Computed Tomography (PET-CT) of One Area
RN02,Positron Emission Tomography with Computed Tomography (PET-CT) of Two or Three Areas
RN03,Positron Emission Tomography with Computed Tomography (PET-CT) of more than Three Areas
RN04,Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of One Area
RN05,Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of Two or Three Areas
RN06,Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of more than Three Areas
RN07,Positron Emission Tomography (PET)
RN08,Single Photon Emission Computed Tomography (SPECT)
RN09,Myocardial Positron Emission Tomography
RN10,Octreotide Scan
RN11,Dopamine Transporter Scan
RN12,Metaiodobenzylguanidine (MIBG) Scan
RN13,Nuclear Medicine Infection Scan or White Cell Scan
RN14,Tauroselcholic Acid (SeHCAT) Scan
RN15,Nuclear Bone Scan of Two or Three Phases
RN16,Nuclear Bone Scan of Other Phases
RN17,Hepatobiliary Nuclear Scan
RN18,Lung Ventilation or Perfusion Scan
RN19,Sentinel Lymph Node Scan
RN20,Myocardial Perfusion Scan
RN21,"Myocardial Perfusion Scan, Stress Only"
RN22,Multi-Gated Acquisition (MUGA) Scan
RN23,Nuclear Cystography
RN24,Parathyroid Scan
RN25,Renogram
RN26,Red Cell Mass Studies
RN27,Glomerular Filtration Rate Testing
RN28,Breath Test
RN29,Meckel's Scan
RN30,Dimercaptosuccinic Acid (DMSA) Scan
RN31,Dacryoscintigraphy
RN32,Thyroid Gland Scan
RN33,Other Specified Diagnostic Imaging of Digestive Tract
RN34,Other Specified Diagnostic Imaging of Other Sites
RN50,Radiation Synovectomy
RN51,Oral Delivery of Radiotherapy for Thyroid Ablation
RN52,Delivery of Other Radionuclide Therapy
SA01,Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia
SA02,Coagulation Defect
SA03,Haemolytic Anaemia
SA04,Iron Deficiency Anaemia
SA05,Megaloblastic Anaemia
SA06,Myelodysplastic Syndrome
SA07,Myeloproliferative Disorder
SA08,Other Haematological or Splenic Disorders
SA09,Other Red Blood Cell Disorders
SA11,Thalassaemia
SA12,Thrombocytopenia
SA13,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange"
SA14,"Plasma Exchanges, 2 to 9"
SA15,"Plasma Exchanges, 10 to 19"
SA16,"Plasma Exchanges, 20 or more"
SA17,Malignant Disorders of Lymphatic or Haematological Systems
SA18,Bone Marrow Harvest
SA19,"Bone Marrow Transplant, Autograft"
SA20,"Bone Marrow Transplant, Allogeneic Graft (Sibling)"
SA21,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor)"
SA22,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood)"
SA23,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical)"
SA24,Acute Lymphoblastic Leukaemia
SA25,Acute Myeloid Leukaemia
SA26,"Peripheral Blood Stem Cell Transplant, Autologous"
SA27,"Peripheral Blood Stem Cell Transplant, Syngeneic"
SA30,Plasma Cell Disorders
SA31,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's"
SA32,"Chronic Lymphocytic Leukaemia, including Related Disorders"
SA33,Diagnostic Bone Marrow Extraction
SA34,Peripheral Blood Stem Cell Harvest
SA35,Agranulocytosis
SA36,Sickle-Cell Anaemia with Crisis
SA37,Sickle-Cell Anaemia without Crisis
SA38,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling)"
SA39,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor)"
SA40,"Peripheral Blood Stem Cell Transplant, Allogeneic (Donor Type Not Specified)"
SB01,Procure Chemotherapy Drugs for Regimens in Band 1
SB02,Procure Chemotherapy Drugs for Regimens in Band 2
SB03,Procure Chemotherapy Drugs for Regimens in Band 3
SB04,Procure Chemotherapy Drugs for Regimens in Band 4
SB05,Procure Chemotherapy Drugs for Regimens in Band 5
SB06,Procure Chemotherapy Drugs for Regimens in Band 6
SB07,Procure Chemotherapy Drugs for Regimens in Band 7
SB08,Procure Chemotherapy Drugs for Regimens in Band 8
SB09,Procure Chemotherapy Drugs for Regimens in Band 9
SB10,Procure Chemotherapy Drugs for Regimens in Band 10
SB11,Deliver Exclusively Oral Chemotherapy
SB12,Deliver Simple Parenteral Chemotherapy at First Attendance
SB13,Deliver more Complex Parenteral Chemotherapy at First Attendance
SB14,"Deliver Complex Chemotherapy, including Prolonged Infusional Treatment, at First Attendance"
SB15,Deliver Subsequent Elements of a Chemotherapy Cycle
SB16,Procure Chemotherapy Drugs for Regimens not on the National List
SB17,Deliver Chemotherapy for Regimens not on the National List
SB97,Same Day Chemotherapy Admission or Attendance
SC21,Deliver a Fraction of Treatment on a Superficial or Orthovoltage Machine
SC22,Deliver a Fraction of Treatment on a Megavoltage Machine
SC23,Deliver a Fraction of Complex Treatment on a Megavoltage Machine
SC24,Deliver a Fraction of Radiotherapy on a Megavoltage Machine using General Anaesthetic
SC25,Deliver a Fraction of Total Body Irradiation
SC26,Deliver a Fraction of Intracavitary Radiotherapy without General Anaesthetic
SC27,Deliver a Fraction of Intracavitary Radiotherapy with General Anaesthetic
SC28,Deliver a Fraction of Interstitial Radiotherapy
SC29,Other Radiotherapy Treatment
SC30,Deliver a Fraction of Intraluminal Brachytherapy
SC31,Deliver a Fraction of Adaptive Radiotherapy on a Megavoltage Machine
SC40,Preparation for Intensity Modulated Radiation Therapy
SC41,"Preparation for Intensity Modulated Radiation Therapy, with Technical Support"
SC42,Preparation for Total Body Irradiation
SC43,"Preparation for Total Body Irradiation, with Technical Support"
SC44,Preparation for Hemi-Body Irradiation
SC45,Preparation for Simple Radiotherapy with Imaging and Dosimetry
SC46,"Preparation for Simple Radiotherapy with Imaging and Dosimetry, with Technical Support"
SC47,Preparation for Simple Radiotherapy with Imaging and Simple Calculation
SC48,"Preparation for Simple Radiotherapy with Imaging and Simple Calculation, with Technical Support"
SC49,Preparation for Superficial Radiotherapy with Simple Calculation
SC50,"Preparation for Superficial Radiotherapy with Simple Calculation, with Technical Support"
SC51,Preparation for Complex Conformal Radiotherapy
SC52,"Preparation for Complex Conformal Radiotherapy, with Technical Support"
SC53,Preparation for Intraluminal Brachytherapy
SC54,Preparation for Intracavitary Brachytherapy
SC55,Preparation for Interstitial Brachytherapy
SC56,Other External Beam Radiotherapy Preparation
SC57,Other Brachytherapy Preparation
SC97,Same Day Radiotherapy Admission or Attendance (excluding Brachytherapy)
SD01,Inpatient Specialist Palliative Care
SD02,"Inpatient Specialist Palliative Care, Same Day"
SD03,Hospital Specialist Palliative Care Support
SD04,Medical Specialist Palliative Care Attendance
SD05,Non-Medical Specialist Palliative Care Attendance
UZ01,Invalid Primary Diagnosis: 1. Primary Diagnosis doesn't exist or 2. Primary Diagnosis Blank or 3. Diagnosis can't be used at primary position
UZ02,Poorly Coded Primary Diagnosis: Diagnosis exists and valid at primary position. But they are so unspecific and the resource use can't be defined.
UZ03,Age Conflicting with Diagnosis
UZ04,Diagnosis conflicting with anatomical sites: The anatomical site specified at the 5th digit level conflicts with the diagnosis in the record.
UZ05,Invalid procedure for Casemix grouping purposes
UZ06,Poorly coded procedure for Casemix grouping purposes
UZ14,Renal (NRD) Error
VA10,Multiple Trauma with No Interventions
VA11,Multiple Trauma with Intervention Score 1-8
VA12,Multiple Trauma with Intervention Score 9-18
VA13,Multiple Trauma with Intervention Score 19-29
VA14,Multiple Trauma with Intervention Score 30-44
VA15,Multiple Trauma with Intervention Score >=45
VB01,"Emergency Medicine, Any Investigation with Category 5 Treatment"
VB02,"Emergency Medicine, Category 3 Investigation with Category 4 Treatment"
VB03,"Emergency Medicine, Category 3 Investigation with Category 1-3 Treatment"
VB04,"Emergency Medicine, Category 2 Investigation with Category 4 Treatment"
VB05,"Emergency Medicine, Category 2 Investigation with Category 3 Treatment"
VB06,"Emergency Medicine, Category 1 Investigation with Category 3-4 Treatment"
VB07,"Emergency Medicine, Category 2 Investigation with Category 2 Treatment"
VB08,"Emergency Medicine, Category 2 Investigation with Category 1 Treatment"
VB09,"Emergency Medicine, Category 1 Investigation with Category 1-2 Treatment"
VB10,"Emergency Medicine, Dental Care"
VB11,"Emergency Medicine, No Investigation with No Significant Treatment"
VB99,"Emergency Medicine, Patient Dead On Arrival"
VC01,"Assessment for Rehabilitation, Unidisciplinary"
VC02,"Assessment for Rehabilitation, Multidisciplinary, Non-Specialist"
VC03,"Assessment for Rehabilitation, Multidisciplinary, Specialist"
VC04,Rehabilitation for Stroke
VC06,Rehabilitation for Brain Injuries
VC08,Rehabilitation for Spinal Cord Injuries
VC10,Rehabilitation for Pain Syndromes
VC12,Rehabilitation for Other Neurological Disorders
VC14,Rehabilitation for Amputation of Limb
VC16,Rehabilitation for Hip Fracture
VC18,Rehabilitation for Joint Replacement
VC20,Rehabilitation for Inflammatory Arthritis
VC22,Rehabilitation for Non-Inflammatory Arthritis
VC24,Rehabilitation for Other Musculoskeletal Disorders
VC26,Rehabilitation for Drug or Alcohol Addiction
VC28,Rehabilitation for Other Psychiatric Disorders
VC30,Rehabilitation for Burns
VC32,Rehabilitation following Head and Neck Reconstructive Surgery
VC34,Rehabilitation following Other Reconstructive Surgery
VC36,Rehabilitation for Other Trauma
VC38,Rehabilitation for Acute Myocardial Infarction or Other Cardiac Disorders
VC40,Rehabilitation for Respiratory Disorders
VC42,Rehabilitation for Other Disorders
WD11,"All patients 70 years and older with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WD22,"All patients between 19 and 69 years with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WD33,"All patients 18 years and younger with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WF01,Non-Admitted Unidisciplinary Attendance
WF02,Non-Admitted Multiprofessional Attendance
WH01,Transplant Failure and Rejection
WH02,Toxic Effect of Contact with Venomous Animal
WH03,Toxic Effect of Other Substance
WH04,Poisoning Diagnosis
WH05,Allergy or Adverse Allergic Reaction
WH06,Environmental Effects
WH07,Infections or Other Complications of Procedures
WH08,Unspecified Pain
WH09,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions"
WH10,Unspecified Oedema
WH11,"Hypothermia, Frostbite or Other Effects of Reduced Temperature"
WH12,"Signs or Symptoms, Involving Appearance or Behaviour"
WH13,Abnormal Findings without Diagnosis
WH14,Other or Unspecified Neoplasm
WH15,"Special Screening, Examinations or Other Genetic Disorders"
WH16,Observation or Counselling
WH17,Admission Related to Social Factors
WH18,"Admission Related to the, Fitting, Adjustment or Management of Device"
WH19,Potential Health Hazard Related to Communicable Diseases
WH20,Respite Care
WH50,Procedure Not Carried Out
WH51,"Admission Related to Donation, of Organ or Tissue"
WH52,Follow-up Examination for Malignant Neoplasm
WH53,Follow-up Examination for Other Conditions
WH54,Procedures on the Lymphatic System
WH99,Enables direct mapping to WH50B
WJ01,Complex Infectious Diseases
WJ02,Major Infectious Diseases
WJ03,Standard Infectious Diseases
WJ04,Genito-Urinary Medicine (GUM) Infections
WJ05,Septic Shock
WJ06,Sepsis
WJ07,Fever of Unknown Origin
WJ10,HIV Disease
WJ11,Other Disorders of Immunity
XA06,"Neonatal Critical Care, Transportation"
XB08,"Paediatric Critical Care, Transportation"
XD01,"Pulmonary Arterial Hypertension Drugs, Band 1"
XD02,"Pulmonary Arterial Hypertension Drugs, Band 2"
XD03,"Pulmonary Arterial Hypertension Drugs, Band 3"
XD04,"Pulmonary Arterial Hypertension Drugs, Band 4"
XD05,"Blood Products, Band 1"
XD06,"Blood Products, Band 2"
XD07,"Fibrinolytic Drugs, Band 1"
XD08,"Medical Gases, Band 1"
XD09,"Torsion Dystonias and Other Involuntary Movements Drugs, Band 1"
XD10,"Amyotrophic Lateral Sclerosis Drugs, Band 1"
XD11,"Antifungal Drugs, Band 1"
XD12,"Antifungal Drugs, Band 2"
XD13,"Hepatitis B Treatment Drugs, Band 1"
XD14,"Respiratory Syncytial Virus Treatment and Hepatitis C Treatment Drugs, Band 1"
XD15,"Respiratory Syncytial Virus Prevention Drugs, Band 1"
XD16,"Growth Hormone Receptor Antagonist Drugs, Band 1"
XD17,"Growth Hormone Analogue Drugs, Band 1"
XD18,"Bone Metabolism Drugs, Band 1"
XD19,"Monoclonal Antibodies, Band 1"
XD20,"Monoclonal Antibodies, Band 2"
XD21,"Immunomodulating Drugs, Band 1"
XD22,"Somatostatin Analogues, Band 1"
XD23,"Hypoplastic Haemolytic and Renal Anaemia Drugs, Band 1"
XD24,"Hypoplastic Haemolytic and Renal Anaemia Drugs, Band 2"
XD25,"Neutropenia Drugs, Band 1"
XD26,"Intravenous Nutrition, Band 1"
XD27,"Metabolic Disorder Drugs, Band 1"
XD28,"Metabolic Disorder Drugs, Band 2"
XD29,"Metabolic Disorder Drugs, Band 3"
XD30,"Metabolic Disorder Drugs, Band 4"
XD31,"Cytokine Inhibitor Drugs, Band 1"
XD32,"Hyperuricaemia Drugs, Band 1"
XD33,"Immune Response Drugs, Band 1"
XD34,"Immunoglobulins, Band 1"
XD37,"Pulmonary Surfactant Drugs, Band 1"
XD38,"Antiretroviral Drugs, Band 1"
XD39,"Mucolytic Drugs, Band 1"
XD40,"Hypnotic Drugs, Band 1"
XD41,"Analgesic Drugs, Band 1"
XD42,"Cytomegalovirus Drugs, Band 1"
XD43,"Platelet Disorder Drugs, Band 1"
XD44,"Protein Tyrosine Kinase Inhibitors, Band 1"
XD45,"Bone Morphogenetic Proteins, Band 1"
XD46,"Subfoveal Choroidal Neovascularisation Drugs, Band 1"
XD47,"Neurodegenerative Condition Drugs, Band 1"
XD48,"Vasopressin Antagonist Drugs, Band 1"
XD49,"Allergic Emergency Drugs, Band 1"
XD50,"Myelodysplastic Syndrome Drugs, Band 1"
XD51,"Allergen Immunotherapy Drugs, Band 1"
XD52,"Poison Management Drugs, Band 1"
XD53,"Neuromuscular Disorder Drugs, Band 1"
XD54,"Soft Tissue Disorder Drugs, Band 1"
XD55,"Macular Oedema Drugs, Band 1"
XD56,"Retinal Disorder Drugs, Band 1"
XD57,"Skin Condition Drugs, Band 1"
XD58,"Antibacterial Drugs, Band 1"
XD90,"Cancer Hormonal Treatment Drugs, Band 1"
XD91,"Cancer Supportive Drugs, Band 1"
YA01,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Intracranial or Extracranial Aneurysms"
YA02,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms"
YA03,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm"
YA04,Percutaneous Transluminal Embolisation of Intracranial Arteriovenous Malformation
YA10,"Percutaneous Transluminal Angioplasty, including Stenting, of Intracranial or Extracranial Blood Vessel"
YA11,"Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel"
YA12,"Percutaneous Transluminal Other Procedures on, Intracranial or Extracranial Blood Vessel"
YD01,Percutaneous Ablation of Lesion of Respiratory Tract
YD02,Percutaneous Biopsy of Lesion of Pleura
YD03,"Percutaneous Biopsy of Lesion of, Lung or Mediastinum"
YD04,Percutaneous Drainage of Pleural Cavity
YD05,Percutaneous Aspiration of Pleural Cavity
